chem,struct,m,mix,seed,K,n,heads,rho_lastq,tape_lastq,fuel_lastq,runmean_lastq,cov_wrho,bvar_rho,drift,res,ext_ev,heads_created,rho_traj
paraonly,bulk8,8,chk,15,1,48,8,0.2581,38.6149,0.0807,2.7482,,,-0.0208,0,0,0,0.25;0.36;0.15;0.28;0.29;0.14;0.26;0.21
paraonly,bulk8,8,chk,16,1,48,8,0.2687,39.2112,0.0559,2.6830,,,-0.0184,0,0,0,0.23;0.27;0.17;0.24;0.26;0.34;0.37;0.18
paraonly,bulk8,8,chk,17,1,48,8,0.2271,38.2360,0.0932,2.9310,,,-0.0541,0,0,0,0.33;0.17;0.28;0.32;0.28;0.05;0.24;0.19
paraonly,bulk8,8,chk,18,1,48,8,0.2478,36.8447,0.0994,2.6676,,,-0.0462,0,0,0,0.30;0.30;0.15;0.26;0.22;0.18;0.27;0.32
paraonly,bulk8,8,chk,19,1,48,8,0.2345,39.4596,0.0994,2.9111,,,-0.0149,0,0,0,0.33;0.15;0.23;0.20;0.24;0.22;0.29;0.16
paraonly,bulk8,8,chk,20,1,48,8,0.2407,36.4099,0.1491,2.6825,,,-0.0236,0,0,0,0.21;0.10;0.36;0.21;0.24;0.17;0.19;0.20
paraonly,bulk8,8,chk,21,1,48,8,0.2314,39.8696,0.0745,3.0170,,,-0.0443,0,0,0,0.19;0.16;0.20;0.27;0.20;0.37;0.26;0.24
paraonly,bulk8,8,chk,22,1,48,8,0.2372,39.3230,0.0745,2.9040,,,-0.0372,0,0,0,0.13;0.16;0.21;0.24;0.18;0.31;0.26;0.24
paraonly,bulk8,8,chk,23,1,48,8,0.2387,35.4845,0.1118,2.7275,,,-0.0480,0,0,0,0.25;0.15;0.22;0.25;0.15;0.22;0.24;0.26
paraonly,bulk8,8,chk,24,1,48,8,0.1919,34.7640,0.1615,3.0810,,,-0.0270,0,0,0,0.22;0.23;0.27;0.21;0.30;0.28;0.17;0.19
paraonly,bulk8,2,none,1,1,48,8,0.1726,13.6564,0.4110,1.8786,,,-0.1778,24,410,0,0.22;0.25;0.18;0.38;0.14;0.40;0.29;0.12
paraonly,bulk8,2,none,2,1,48,8,0.1363,13.3620,0.3926,1.9071,,,-0.1543,41,2699,0,0.33;0.09;0.25;0.00;0.17;0.14;0.00;0.11
paraonly,bulk8,2,none,3,1,48,8,0.1678,15.4663,0.4908,1.8432,,,0.0000,33,917,0,0.17;0.00;0.38;0.14;0.12;0.00;0.21;0.33
paraonly,bulk8,2,none,4,1,48,8,0.1737,15.3436,0.4601,1.8385,,,-0.2628,43,1306,0,0.29;0.33;0.20;0.10;0.00;0.40;0.10;0.20
paraonly,bulk8,2,none,5,1,48,8,0.1583,15.1350,0.4417,1.8546,,,-0.1636,55,2164,0,0.10;0.14;0.27;0.12;0.33;0.17;0.20;0.20
paraonly,bulk8,2,none,6,1,48,8,0.1908,14.9018,0.5031,1.8035,,,-0.2679,37,1605,0,0.33;0.14;0.00;0.00;0.25;0.09;0.12;0.25
paraonly,bulk8,2,none,7,1,48,8,0.1973,14.2270,0.4663,1.8252,,,-0.3182,29,1528,0,0.17;0.00;0.25;0.00;0.00;0.09;0.18;0.22
paraonly,bulk8,2,none,8,1,48,8,0.1795,15.1043,0.5153,1.8101,,,-0.3000,48,1948,0,0.11;0.00;0.25;0.00;0.12;0.44;0.11;0.10
paraonly,bulk8,2,none,9,1,48,8,0.1562,14.6442,0.4847,1.8524,,,-0.1333,36,1631,0,0.00;0.46;0.14;0.44;0.30;0.00;0.30;0.22
paraonly,bulk8,2,none,10,1,48,8,0.1740,15.8528,0.4847,1.9201,,,-0.3077,41,1489,0,0.18;0.17;0.00;0.33;0.00;0.00;0.31;0.00
paraonly,bulk8,2,none,11,1,48,8,0.1658,14.3926,0.4294,1.7719,,,-0.3333,44,2086,0,0.10;0.00;0.29;0.00;0.29;0.38;0.20;0.12
paraonly,bulk8,2,none,12,1,48,8,0.1499,14.2761,0.4785,1.8541,,,-0.2571,35,1176,0,0.27;0.30;0.17;0.00;0.00;0.14;0.00;0.00
paraonly,bulk8,2,none,13,1,48,8,0.1962,15.4417,0.5092,1.8473,,,-0.2609,30,1136,0,0.54;0.00;0.25;0.25;0.00;0.33;0.00;0.12
paraonly,bulk8,2,none,14,1,48,8,0.1810,13.6380,0.4601,1.8448,,,-0.0960,41,2072,0,0.18;0.00;0.38;0.12;0.00;0.27;0.27;0.25
paraonly,bulk8,2,none,15,1,48,8,0.1723,14.1718,0.4908,1.8311,,,-0.0783,39,1973,0,0.22;0.00;0.33;0.00;0.00;0.00;0.25;0.36
paraonly,bulk8,2,none,16,1,48,8,0.1770,15.0798,0.5153,1.9132,,,-0.3684,35,1299,0,0.14;0.00;0.25;0.22;0.22;0.29;0.29;0.25
paraonly,bulk8,2,none,17,1,48,8,0.1723,13.4110,0.3926,1.8861,,,-0.0073,49,1929,0,0.18;0.22;0.30;0.29;0.20;0.20;0.25;0.25
paraonly,bulk8,2,none,18,1,48,8,0.1436,14.1288,0.4233,1.8284,,,-0.0083,40,1324,0,0.20;0.36;0.09;0.33;0.33;0.20;0.17;0.29
paraonly,bulk8,2,none,19,1,48,8,0.1404,14.2699,0.4417,1.8451,,,0.0514,52,2371,0,0.27;0.00;0.00;0.25;0.29;0.25;0.11;0.12
paraonly,bulk8,2,none,20,1,48,8,0.1999,14.3006,0.4663,1.8303,,,-0.2750,28,1468,0,0.14;0.29;0.30;0.25;0.25;0.45;0.22;0.22
paraonly,bulk8,2,none,21,1,48,8,0.1533,15.2086,0.4969,1.7830,,,-0.3846,58,2504,0,0.33;0.00;0.40;0.29;0.00;0.38;0.00;0.17
paraonly,bulk8,2,none,22,1,48,8,0.1380,14.3252,0.4601,1.8799,,,0.0160,54,2416,0,0.17;0.33;0.20;0.00;0.12;0.14;0.27;0.38
paraonly,bulk8,2,none,23,1,48,8,0.1677,15.3497,0.5706,1.7968,,,-0.3098,54,2462,0,0.00;0.20;0.20;0.29;0.12;0.17;0.22;0.00
paraonly,bulk8,2,none,24,1,48,8,0.1313,13.8160,0.4724,1.8917,,,-0.4444,40,2044,0,0.00;0.20;0.14;0.17;0.14;0.12;0.00;0.00
paraonly,bulk8,2,scr,1,1,48,8,0.1327,14.2174,0.4099,1.9269,,,-0.0816,45,2071,0,0.12;0.33;0.33;0.00;0.14;0.11;0.00;0.00
paraonly,bulk8,2,scr,2,1,48,8,0.1564,13.2609,0.3975,1.8357,,,-0.0117,24,1669,0,0.00;0.17;0.00;0.33;0.17;0.29;0.00;0.20
paraonly,bulk8,2,scr,3,1,48,8,0.1845,15.7267,0.5963,1.7960,,,-0.0418,20,508,0,0.17;0.11;0.12;0.08;0.00;0.29;0.25;0.14
paraonly,bulk8,2,scr,4,1,48,8,0.1505,14.4099,0.4348,1.8586,,,-0.0383,38,1669,0,0.14;0.30;0.17;0.20;0.00;0.22;0.11;0.50
paraonly,bulk8,2,scr,5,1,48,8,0.1803,14.4907,0.4720,1.8452,,,0.0145,33,1798,0,0.25;0.36;0.22;0.10;0.22;0.27;0.22;0.25
paraonly,bulk8,2,scr,6,1,48,8,0.1669,15.4099,0.5031,1.8766,,,-0.0233,33,1482,0,0.17;0.33;0.25;0.22;0.31;0.14;0.25;0.33
paraonly,bulk8,2,scr,7,1,48,8,0.1291,13.5901,0.4037,1.8496,,,-0.0340,48,1853,0,0.20;0.27;0.10;0.25;0.00;0.00;0.00;0.27
paraonly,bulk8,2,scr,8,1,48,8,0.1570,13.9689,0.4410,1.8787,,,-0.0756,36,1465,0,0.00;0.00;0.00;0.31;0.50;0.10;0.12;0.20
paraonly,bulk8,2,scr,9,1,48,8,0.1631,14.7081,0.5652,1.8030,,,-0.0071,13,439,0,0.25;0.11;0.00;0.00;0.29;0.17;0.44;0.25
paraonly,bulk8,2,scr,10,1,48,8,0.1479,14.2236,0.4410,1.8350,,,-0.1186,43,1529,0,0.00;0.22;0.23;0.25;0.20;0.00;0.25;0.00
paraonly,bulk8,2,scr,11,1,48,8,0.2120,15.5776,0.4596,1.7830,,,-0.0617,37,950,0,0.14;0.00;0.11;0.17;0.27;0.33;0.14;0.17
paraonly,bulk8,2,scr,12,1,48,8,0.1795,14.5466,0.3975,1.8423,,,-0.0480,41,1755,0,0.25;0.12;0.00;0.00;0.12;0.22;0.14;0.12
paraonly,bulk8,2,scr,13,1,48,8,0.1521,14.3292,0.4720,1.8541,,,-0.1225,50,1649,0,0.14;0.00;0.27;0.14;0.38;0.11;0.14;0.17
paraonly,bulk8,2,scr,14,1,48,8,0.1535,13.6273,0.3975,1.8702,,,-0.0102,43,2070,0,0.22;0.17;0.25;0.17;0.11;0.20;0.14;0.25
paraonly,bulk8,2,scr,15,1,48,8,0.1527,14.6025,0.4161,1.9151,,,-0.0726,61,1726,0,0.14;0.33;0.20;0.14;0.30;0.00;0.18;0.10
paraonly,bulk8,2,scr,16,1,48,8,0.1487,13.8509,0.4224,1.8290,,,-0.0572,43,1684,0,0.25;0.00;0.50;0.00;0.17;0.14;0.25;0.20
paraonly,bulk8,2,scr,17,1,48,8,0.1880,14.3106,0.4783,1.8288,,,-0.0917,28,1020,0,0.00;0.09;0.17;0.00;0.22;0.00;0.00;0.00
paraonly,bulk8,2,scr,18,1,48,8,0.1810,15.9503,0.4161,1.8176,,,-0.0934,43,1422,0,0.00;0.00;0.20;0.20;0.30;0.25;0.00;0.20
paraonly,bulk8,2,scr,19,1,48,8,0.1455,13.8758,0.4037,1.8587,,,-0.0162,41,1529,0,0.00;0.40;0.14;0.00;0.00;0.09;0.00;0.25
paraonly,bulk8,2,scr,20,1,48,8,0.1567,14.5901,0.4286,1.8905,,,-0.1040,25,1166,0,0.22;0.00;0.17;0.22;0.22;0.00;0.17;0.00
paraonly,bulk8,2,scr,21,1,48,8,0.1921,14.8820,0.3913,1.8171,,,-0.0276,39,1501,0,0.29;0.14;0.00;0.00;0.11;0.25;0.30;0.25
paraonly,bulk8,2,scr,22,1,48,8,0.1772,14.7081,0.4472,1.8524,,,-0.0402,40,1770,0,0.00;0.00;0.11;0.10;0.14;0.00;0.25;0.00
paraonly,bulk8,2,scr,23,1,48,8,0.1927,15.5217,0.5155,1.8266,,,-0.0718,21,1047,0,0.00;0.33;0.38;0.12;0.38;0.14;0.00;0.22
paraonly,bulk8,2,scr,24,1,48,8,0.1760,14.3043,0.4348,1.8468,,,-0.0505,33,1514,0,0.00;0.00;0.25;0.11;0.31;0.30;0.00;0.11
paraonly,bulk8,2,chk,1,1,48,8,0.1411,11.6832,0.1801,1.9711,,,-0.0038,43,3186,0,0.22;0.20;0.25;0.00;0.00;0.12;0.00;0.00
paraonly,bulk8,2,chk,2,1,48,8,0.1199,12.6584,0.3416,2.0196,,,0.0007,46,1866,0,0.00;0.20;0.12;0.00;0.22;0.00;0.25;0.25
paraonly,bulk8,2,chk,3,1,48,8,0.1700,12.6149,0.2981,1.9170,,,-0.1010,54,2825,0,0.00;0.20;0.11;0.30;0.22;0.12;0.22;0.00
paraonly,bulk8,2,chk,4,1,48,8,0.1488,11.8820,0.2733,2.1463,,,-0.1134,48,3254,0,0.00;0.18;0.00;0.00;0.25;0.00;0.43;0.40
paraonly,bulk8,2,chk,5,1,48,8,0.1484,11.3913,0.2360,2.1055,,,-0.1056,54,3253,0,0.29;0.00;0.25;0.00;0.12;0.20;0.17;0.33
paraonly,bulk8,2,chk,6,1,48,8,0.1376,12.4472,0.2484,2.0649,,,-0.0728,55,4259,0,0.36;0.00;0.22;0.30;0.00;0.17;0.17;0.21
paraonly,bulk8,2,chk,7,1,48,8,0.1311,11.9938,0.2733,2.1309,,,-0.0651,54,2991,0,0.17;0.00;0.20;0.00;0.20;0.33;0.29;0.00
paraonly,bulk8,2,chk,8,1,48,8,0.1560,12.8696,0.3043,1.9316,,,-0.0172,31,1850,0,0.33;0.27;0.00;0.33;0.40;0.17;0.00;0.14
paraonly,bulk8,2,chk,9,1,48,8,0.1202,12.1925,0.2857,2.1821,,,-0.0722,54,3146,0,0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.20
paraonly,bulk8,2,chk,10,1,48,8,0.1618,11.8820,0.2298,2.0145,,,-0.0595,36,1988,0,0.12;0.12;0.00;0.00;0.00;0.25;0.22;0.17
paraonly,bulk8,2,chk,11,1,48,8,0.1446,12.3292,0.2795,2.1673,,,-0.0913,39,2116,0,0.33;0.14;0.25;0.12;0.33;0.30;0.14;0.00
paraonly,bulk8,2,chk,12,1,48,8,0.1634,11.9068,0.2671,1.9588,,,-0.1083,43,2473,0,0.00;0.18;0.20;0.17;0.00;0.20;0.50;0.12
paraonly,bulk8,2,chk,13,1,48,8,0.1570,12.9068,0.2919,2.0286,,,-0.0845,69,4023,0,0.33;0.00;0.00;0.00;0.36;0.00;0.22;0.00
paraonly,bulk8,2,chk,14,1,48,8,0.1789,12.9006,0.3043,1.9568,,,-0.0027,30,1330,0,0.43;0.20;0.33;0.36;0.29;0.12;0.20;0.14
paraonly,bulk8,2,chk,15,1,48,8,0.1500,12.6398,0.3292,2.0532,,,-0.0838,44,2215,0,0.11;0.00;0.20;0.00;0.10;0.40;0.00;0.29
paraonly,bulk8,2,chk,16,1,48,8,0.1886,12.9627,0.2795,2.0685,,,-0.0402,41,2048,0,0.00;0.10;0.20;0.30;0.20;0.14;0.17;0.17
paraonly,bulk8,2,chk,17,1,48,8,0.1735,12.3416,0.2422,1.9198,,,-0.0604,43,3109,0,0.18;0.17;0.50;0.25;0.20;0.30;0.00;0.00
paraonly,bulk8,2,chk,18,1,48,8,0.1232,12.2236,0.2484,2.2019,,,-0.0362,62,3491,0,0.27;0.25;0.00;0.00;0.20;0.20;0.12;0.20
paraonly,bulk8,2,chk,19,1,48,8,0.1524,12.8447,0.3354,1.9990,,,-0.0577,61,3560,0,0.12;0.25;0.12;0.20;0.10;0.00;0.20;0.00
paraonly,bulk8,2,chk,20,1,48,8,0.1278,11.8696,0.2174,1.9952,,,-0.0458,49,2867,0,0.17;0.22;0.18;0.00;0.17;0.14;0.14;0.00
paraonly,bulk8,2,chk,21,1,48,8,0.1391,11.6522,0.1615,2.1696,,,-0.0355,52,2926,0,0.33;0.00;0.11;0.22;0.22;0.00;0.30;0.00
paraonly,bulk8,2,chk,22,1,48,8,0.1623,11.8944,0.2609,2.0777,,,-0.0310,59,2892,0,0.11;0.00;-;0.25;0.25;0.25;0.33;0.38
paraonly,bulk8,2,chk,23,1,48,8,0.1423,12.6460,0.2919,2.0312,,,-0.0927,66,3487,0,0.17;0.31;0.00;0.00;0.50;0.00;0.27;0.00
paraonly,bulk8,2,chk,24,1,48,8,0.1631,12.6584,0.3168,2.1393,,,-0.0246,48,2454,0,0.10;0.00;0.22;0.25;0.33;0.22;0.14;0.23
plain,bulk4,8,none,1,1,48,4,0.0000,39.7853,0.1104,7.4250,,,-0.2273,0,21447,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,2,1,48,4,0.0000,21.8282,0.2086,3.1418,,,-0.2273,0,17172,0,0.05;0.10;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,3,1,48,4,0.0000,21.6748,0.1902,3.1008,,,-0.4000,0,6453,0,0.03;0.03;0.04;0.05;0.03;0.00;0.00;0.00
plain,bulk4,8,none,4,1,48,4,0.0000,21.0920,0.1718,3.0520,,,-0.5217,0,15687,0,0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,5,1,48,4,0.0262,39.5521,0.0613,7.0528,,,-0.4074,0,2340,0,0.11;0.03;0.06;0.08;0.03;0.00;0.03;0.00
plain,bulk4,8,none,6,1,48,4,0.0438,33.8098,0.1595,3.9737,,,-0.1470,0,0,0,0.00;0.06;0.06;0.05;0.06;0.00;0.04;0.04
plain,bulk4,8,none,7,1,48,4,0.0075,20.7117,0.1595,3.1498,,,-0.2692,0,5202,0,0.04;0.00;0.00;0.06;0.09;0.07;0.00;0.00
plain,bulk4,8,none,8,1,48,4,0.0000,24.8834,0.2147,3.3472,,,-0.4091,0,18945,0,0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,9,1,48,4,0.0000,24.2699,0.1840,3.3459,,,-0.4737,0,23535,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,10,1,48,4,0.0000,22.7730,0.1350,3.1574,,,-0.1852,0,21276,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,11,1,48,4,0.0000,23.7546,0.1472,3.1813,,,-0.3462,0,15858,0,0.04;0.10;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,12,1,48,4,0.0000,19.7117,0.1411,3.0346,,,-0.3333,0,14229,0,0.03;0.00;0.06;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,13,1,48,4,0.0000,23.1288,0.1718,3.1521,,,-0.2692,0,18972,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,14,1,48,4,0.0372,35.7362,0.1595,4.3631,,,-0.2800,0,585,0,0.05;0.05;0.09;0.00;0.05;0.03;0.05;0.00
plain,bulk4,8,none,15,1,48,4,0.0000,21.4601,0.1963,2.9641,,,-0.2400,0,23256,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,16,1,48,4,0.0000,20.4110,0.1472,2.9158,,,-0.2083,0,19359,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,17,1,48,4,0.0000,38.1902,0.1227,5.9283,,,-0.3333,0,6561,0,0.09;0.08;0.06;0.03;0.03;0.00;0.00;0.00
plain,bulk4,8,none,18,1,48,4,0.0000,40.5706,0.1043,8.6142,,,-0.2917,0,16605,0,0.03;0.04;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,19,1,48,4,0.0000,20.3558,0.1227,2.9744,,,-0.3182,0,21591,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,20,1,48,4,0.0000,22.6196,0.1472,3.0790,,,-0.3182,0,21879,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,21,1,48,4,0.0000,20.3926,0.1718,3.1725,,,-0.2381,0,22635,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,none,22,1,48,4,0.0000,20.3436,0.1166,2.8338,,,-0.3529,0,10548,0,0.07;0.09;0.08;0.03;0.00;0.00;0.00;0.00
plain,bulk4,8,none,23,1,48,4,0.0069,40.5828,0.1043,8.5559,,,-0.2800,0,5085,0,0.04;0.03;0.03;0.04;0.08;0.04;0.00;0.00
plain,bulk4,8,none,24,1,48,4,0.0322,34.6380,0.1350,4.2007,,,-0.2857,0,0,0,0.05;0.12;0.04;0.03;0.06;0.06;0.04;0.05
plain,bulk4,8,scr,1,1,48,4,0.0000,40.7826,0.1118,9.4702,,,-0.0972,0,16119,0,0.09;0.04;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,2,1,48,4,0.0000,34.7950,0.1429,4.7502,,,-0.1368,0,12006,0,0.04;0.08;0.06;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,3,1,48,4,0.0000,30.9317,0.1615,4.0640,,,-0.0620,0,17829,0,0.09;0.06;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,4,1,48,4,0.0000,30.0807,0.1863,4.1709,,,-0.0913,0,15912,0,0.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,5,1,48,4,0.0000,38.3975,0.1180,5.9549,,,-0.0771,0,14607,0,0.11;0.05;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,6,1,48,4,0.0000,40.7081,0.0870,8.4515,,,-0.0448,0,18441,0,0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,7,1,48,4,0.0000,39.8634,0.0932,7.1908,,,-0.0757,0,15615,0,0.07;0.07;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,8,1,48,4,0.0000,28.0186,0.1863,3.6151,,,-0.1474,0,12690,0,0.12;0.10;0.19;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,9,1,48,4,0.0000,29.7019,0.1925,4.0388,,,-0.0721,0,18135,0,0.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,10,1,48,4,0.0000,34.0994,0.1429,4.8076,,,-0.1524,0,11520,0,0.06;0.04;0.06;0.16;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,11,1,48,4,0.0000,31.7143,0.1553,4.2198,,,-0.0490,0,21096,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,12,1,48,4,0.0000,31.5776,0.1739,4.0452,,,-0.1660,0,12069,0,0.09;0.04;0.10;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,13,1,48,4,0.1250,39.7578,0.0683,4.0821,,,-0.3077,0,0,0,0.06;0.07;0.08;0.07;0.08;0.09;0.10;0.12
plain,bulk4,8,scr,14,1,48,4,0.0000,32.6087,0.1925,4.3620,,,-0.0994,0,14571,0,0.09;0.05;0.07;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,15,1,48,4,0.0000,40.1180,0.1180,7.5555,,,-0.1053,0,11133,0,0.06;0.09;0.05;0.11;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,16,1,48,4,0.0000,39.0745,0.0932,7.0636,,,-0.0185,0,21294,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,17,1,48,4,0.0000,40.0932,0.0683,7.7833,,,-0.0533,0,17397,0,0.04;0.05;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,18,1,48,4,0.0000,39.6087,0.1304,7.0622,,,-0.0752,0,17559,0,0.08;0.03;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,19,1,48,4,0.0000,34.2795,0.1739,4.7158,,,-0.0471,0,21627,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,20,1,48,4,0.1372,36.2298,0.1429,3.4320,,,-0.2594,0,0,0,0.15;0.07;0.09;0.09;0.12;0.17;0.12;0.00
plain,bulk4,8,scr,21,1,48,4,0.0000,33.8571,0.1429,4.4311,,,-0.1958,0,6318,0,0.09;0.04;0.00;0.10;0.05;0.00;0.00;0.00
plain,bulk4,8,scr,22,1,48,4,0.0000,32.4161,0.1553,4.1148,,,-0.0125,0,23463,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,8,scr,23,1,48,4,0.0618,34.4845,0.1801,3.8079,,,-0.2057,0,1017,0,0.06;0.03;0.08;0.03;0.13;0.06;0.06;0.00
plain,bulk4,8,scr,24,1,48,4,0.0000,40.3851,0.0932,8.1195,,,-0.1035,0,12582,0,0.10;0.04;0.03;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,1,1,48,4,0.0000,5.9444,0.2099,1.6075,,,-0.3684,0,23354,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,2,1,48,4,0.0000,5.9506,0.2593,1.6497,,,-0.1667,0,22542,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,3,1,48,4,0.0000,11.2331,1.0123,2.5569,,,-0.2381,0,23793,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,4,1,48,4,0.0000,5.6173,0.2222,1.7226,,,-0.1739,0,22293,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,5,1,48,4,0.0000,6.0062,0.2099,1.7163,,,-0.3913,0,20771,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,6,1,48,4,0.0000,5.8642,0.2222,1.8010,,,-0.3500,0,23299,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,7,1,48,4,0.0000,5.8457,0.1975,1.6010,,,-0.3000,0,23504,0,0.00;0.00;0.00;-;-;0.00;0.00;0.00
plain,bulk4,2,none,8,1,48,4,0.0000,5.8765,0.2469,1.6183,,,-0.3750,0,23824,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,9,1,48,4,0.0000,5.9074,0.2654,1.6859,,,,0,23697,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;-
plain,bulk4,2,none,10,1,48,4,0.0000,5.9259,0.2407,1.6744,,,-0.2727,0,23790,0,0.00;0.00;0.00;0.00;0.00;-;0.00;0.00
plain,bulk4,2,none,11,1,48,4,0.0000,5.9259,0.2160,1.6935,,,-0.4091,0,23361,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,12,1,48,4,0.0000,5.8086,0.2346,1.6676,,,-0.2105,0,22572,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,13,1,48,4,0.0000,5.8148,0.2160,1.6834,,,-0.3600,0,23490,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,14,1,48,4,0.0000,5.8457,0.2346,1.6487,,,-0.3182,0,22594,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,15,1,48,4,0.0000,5.8642,0.1728,1.5635,,,-0.2609,0,23540,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,16,1,48,4,0.0000,5.8086,0.1914,1.7832,,,-0.3529,0,23815,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,17,1,48,4,0.0000,5.8704,0.1975,1.8174,,,-0.4375,0,23247,0,0.00;0.00;0.00;0.00;0.00;-;0.00;0.00
plain,bulk4,2,none,18,1,48,4,0.0000,6.0617,0.2160,1.6578,,,-0.3636,0,21767,0,0.00;0.00;-;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,19,1,48,4,0.0000,6.1049,0.3148,1.7846,,,-0.2727,0,23747,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,20,1,48,4,0.0000,5.8519,0.1914,1.6336,,,-0.3182,0,23288,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,21,1,48,4,0.0000,5.9321,0.2654,1.5587,,,-0.2000,0,23773,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,22,1,48,4,0.0000,5.7901,0.2284,1.7383,,,-0.4444,0,23358,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,23,1,48,4,0.0000,5.9136,0.2716,1.5921,,,-0.1818,0,23098,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,none,24,1,48,4,0.0000,5.6852,0.2222,1.6027,,,-0.1500,0,23816,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,scr,1,1,48,4,0.0000,6.1366,0.2609,1.6302,,,-0.0156,0,22277,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,scr,2,1,48,4,0.0000,6.0994,0.2547,1.6156,,,-0.0136,0,23648,0,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
plain,bulk4,2,scr,3,1,48,4,0.0000,5.8820,0.2174,1.7018,,,-0.0125,0,21397,0,-;-;0.00;0.00;0.00;0.00;0.00;0.00
