arm,m,seed,rho_init,rho_lastq,runmean_lastq,tape_lastq,s_share_lastq,fidelity,rho_traj,rho_osc,rep_base,rep_pair,rep_mut,rep_dpair
paraonly,2,9,0.667,0.225,1.849,4.045,0.640,0.689,0.40;0.50;0.00;0.20;0.00;0.43;0.00;0.10,0.195,5448,0,0,1231
paraonly,2,10,0.500,0.163,1.802,3.513,0.714,0.716,0.00;0.40;0.00;0.00;0.40;0.00;0.50;0.33,0.193,5665,0,0,1124
paraonly,2,11,0.583,0.154,1.862,3.373,0.699,0.697,0.00;0.00;0.00;0.00;0.40;0.25;0.00;0.00,0.202,5524,0,0,1198
paraonly,2,12,0.583,0.156,1.913,2.824,0.690,0.736,0.33;0.67;0.33;0.25;0.00;0.60;0.00;0.00,0.195,5803,0,0,1043
paraonly,2,13,0.500,0.165,1.846,3.046,0.707,0.724,0.33;0.50;0.00;0.50;0.25;0.50;0.00;0.40,0.206,5721,0,0,1090
paraonly,2,14,0.500,0.217,1.772,3.631,0.611,0.712,0.25;-;0.50;0.00;-;0.20;0.00;0.17,0.206,5629,0,0,1141
paraonly,2,15,0.417,0.171,1.807,3.532,0.685,0.716,0.00;0.00;0.00;0.00;0.00;0.00;-;0.00,0.190,5663,0,0,1122
paraonly,2,16,0.583,0.151,1.839,3.609,0.648,0.694,0.20;0.33;0.00;0.33;0.00;0.00;0.00;0.50,0.195,5486,0,0,1209
paraonly,2,17,0.667,0.177,1.757,3.590,0.696,0.697,0.00;0.00;0.20;0.00;0.40;-;-;0.33,0.205,5515,0,0,1199
paraonly,2,18,0.500,0.126,1.923,3.252,0.707,0.731,0.17;-;0.00;-;0.40;0.00;0.33;0.25,0.191,5775,0,0,1063
paraonly,2,19,0.417,0.165,1.857,3.812,0.671,0.734,0.33;0.50;0.00;0.50;-;0.33;0.00;0.33,0.185,5812,0,0,1053
paraonly,2,20,0.417,0.192,1.704,3.821,0.641,0.693,0.00;0.33;0.25;0.00;0.50;0.50;0.33;0.40,0.205,5497,0,0,1217
paraonly,2,21,0.417,0.163,1.855,3.904,0.638,0.716,0.50;0.50;0.50;0.00;0.33;0.00;0.00;0.00,0.196,5665,0,0,1121
paraonly,2,22,0.500,0.178,1.675,3.991,0.640,0.689,0.00;-;0.00;0.25;0.33;0.00;0.00;0.00,0.199,5452,0,0,1230
paraonly,2,23,0.500,0.189,1.814,4.108,0.643,0.707,0.00;0.25;0.00;0.00;0.25;0.50;0.50;0.00,0.193,5583,0,0,1159
paraonly,2,24,0.500,0.140,1.916,3.170,0.730,0.724,0.00;0.33;0.00;0.33;0.00;0.25;-;0.00,0.183,5721,0,0,1089
paraonly,2,25,0.417,0.178,1.952,3.460,0.686,0.715,0.00;0.00;0.50;0.00;0.00;0.00;0.00;0.33,0.200,5650,0,0,1126
paraonly,2,26,0.667,0.182,1.845,4.116,0.655,0.678,0.33;0.17;0.25;0.00;0.00;0.25;0.00;0.00,0.182,5381,0,0,1276
paraonly,2,27,0.333,0.187,1.760,4.080,0.675,0.711,0.17;0.33;0.00;0.00;-;0.00;0.00;0.25,0.194,5618,0,0,1143
paraonly,2,28,0.333,0.169,1.781,3.414,0.662,0.717,0.25;0.00;0.00;0.20;0.00;0.20;-;0.33,0.200,5667,0,0,1118
paraonly,2,29,0.333,0.162,1.859,3.301,0.722,0.707,0.00;0.00;0.50;0.00;0.33;0.25;0.25;0.33,0.192,5598,0,0,1158
paraonly,2,30,0.500,0.211,1.757,4.026,0.611,0.699,0.33;0.20;0.50;-;0.33;0.00;0.00;0.00,0.189,5524,0,0,1192
paraonly,2,31,0.500,0.192,1.734,3.903,0.653,0.708,0.33;0.33;0.00;0.00;0.33;0.00;0.00;0.50,0.196,5609,0,0,1154
paraonly,2,32,0.583,0.217,1.760,4.330,0.632,0.712,0.00;0.00;0.50;0.00;0.00;0.25;0.33;0.38,0.188,5636,0,0,1140
