regime,arm,seed,winner,gates_a,gates_b,qmarks,copiers,alive,alive_a,alive_b,aland_α,aland_β,bland_α,bland_β,exact
mid,none,75,β,4,8,12,0,0,0,0,4,0,0,8,True
mid,none,76,COEX,6,6,12,0,0,0,0,6,0,0,6,True
mid,none,77,α,7,6,11,0,0,0,0,7,0,0,6,True
mid,none,78,β,4,6,14,0,0,0,0,4,0,0,6,True
mid,none,79,α,8,6,10,0,0,0,0,8,0,0,6,True
mid,none,80,β,5,7,12,0,0,0,0,5,0,0,7,True
mid,none,81,α,7,5,12,0,0,0,0,7,0,0,5,True
mid,none,82,β,5,8,11,0,0,0,0,5,0,0,8,True
mid,none,83,β,6,7,11,0,0,0,0,6,0,0,7,True
mid,none,84,COEX,6,6,12,0,0,0,0,6,0,0,6,True
mid,none,85,α,6,5,13,0,0,0,0,6,0,0,5,True
mid,none,86,β,6,8,10,0,0,0,0,6,0,0,8,True
mid,none,87,COEX,7,7,10,0,0,0,0,7,0,0,7,True
mid,none,88,α,8,6,10,0,0,0,0,8,0,0,6,True
mid,none,89,COEX,7,7,10,0,0,0,0,7,0,0,7,True
mid,none,90,α,7,6,11,0,0,0,0,7,0,0,6,True
mid,none,91,α,7,5,12,0,0,0,0,7,0,0,5,True
mid,none,92,α,7,4,13,0,0,0,0,7,0,0,4,True
mid,none,93,α,7,5,12,0,0,0,0,7,0,0,5,True
mid,none,94,β,6,7,11,0,0,0,0,6,0,0,7,True
mid,none,95,COEX,5,5,14,0,0,0,0,5,0,0,5,True
mid,none,96,α,7,6,11,0,0,0,0,7,0,0,6,True
mid,none,97,β,6,8,10,0,0,0,0,6,0,0,8,True
mid,none,98,COEX,5,5,14,0,0,0,0,5,0,0,5,True
mid,none,99,β,5,8,11,0,0,0,0,5,0,0,8,True
mid,none,100,β,7,8,9,0,0,0,0,7,0,0,8,True
mid,taxed,1,α,15,9,0,2,20,11,9,6,6,9,3,True
mid,taxed,2,α,17,7,0,2,19,9,10,6,6,11,1,True
mid,taxed,3,β,10,13,1,0,21,9,12,6,5,4,8,True
mid,taxed,4,β,7,14,3,1,22,10,12,5,6,2,8,True
mid,taxed,5,α,14,9,1,1,22,11,11,9,3,5,6,True
mid,taxed,6,COEX,11,11,2,0,23,11,12,5,5,6,6,True
mid,taxed,7,β,11,12,1,0,20,10,10,4,7,7,5,True
mid,taxed,8,α,13,10,1,0,21,12,9,4,8,9,2,True
mid,taxed,9,α,13,10,1,0,23,11,12,6,5,7,5,True
mid,taxed,10,β,11,12,1,0,19,8,11,7,4,4,8,True
mid,taxed,11,β,5,16,3,0,20,10,10,3,7,2,9,True
mid,taxed,12,β,7,13,4,0,22,12,10,3,7,4,6,True
mid,taxed,13,β,11,13,0,2,22,10,12,5,7,6,6,True
mid,taxed,14,α,15,9,0,2,20,11,9,8,4,7,5,True
mid,taxed,15,β,4,17,3,0,18,7,11,0,11,4,6,True
mid,taxed,16,α,16,7,1,2,19,9,10,7,4,9,3,True
mid,taxed,17,β,9,14,1,0,21,9,12,8,4,1,10,True
mid,taxed,18,α,13,11,0,2,18,8,10,3,9,10,2,True
mid,taxed,19,α,15,9,0,4,17,9,8,9,3,6,6,True
mid,taxed,20,α,12,9,3,0,21,12,9,4,6,8,3,True
mid,taxed,21,β,5,17,2,0,18,8,10,4,7,1,10,True
mid,taxed,22,β,6,17,1,0,20,11,9,0,12,6,5,True
mid,taxed,23,β,9,13,2,0,23,12,11,5,7,4,6,True
mid,taxed,24,α,13,11,0,0,23,12,11,5,7,8,4,True
mid,taxed,25,α,18,6,0,3,20,11,9,9,3,9,3,True
mid,taxed,26,β,9,15,0,2,22,11,11,6,6,3,9,True
mid,taxed,27,β,10,14,0,1,22,11,11,1,11,9,3,True
mid,taxed,28,β,5,16,3,0,19,10,9,2,8,3,8,True
mid,taxed,29,COEX,12,12,0,3,19,9,10,7,5,5,7,True
mid,taxed,30,β,10,14,0,3,23,11,12,7,5,3,9,True
mid,taxed,31,α,12,10,2,2,19,9,10,8,2,4,8,True
mid,taxed,32,β,11,12,1,0,20,9,11,3,8,8,4,True
mid,taxed,33,β,5,19,0,0,21,11,10,4,8,1,11,True
mid,taxed,34,α,16,7,1,4,20,11,9,5,6,11,1,True
mid,taxed,35,β,11,13,0,2,19,11,8,10,2,1,11,True
mid,taxed,36,α,24,0,0,7,19,9,10,12,0,12,0,True
mid,taxed,37,β,6,18,0,1,21,11,10,1,11,5,7,True
mid,taxed,38,β,10,13,1,0,18,10,8,3,8,7,5,True
mid,taxed,39,α,12,11,1,0,20,12,8,5,6,7,5,True
mid,taxed,40,β,11,12,1,0,21,9,12,5,7,6,5,True
mid,taxed,41,COEX,12,12,0,5,21,9,12,5,7,7,5,True
mid,taxed,42,COEX,12,12,0,1,21,10,11,4,8,8,4,True
mid,taxed,43,β,9,15,0,1,17,7,10,4,8,5,7,True
mid,taxed,44,β,5,10,9,0,0,0,0,3,4,2,6,True
mid,taxed,45,β,9,14,1,2,22,10,12,6,6,3,8,True
mid,taxed,46,α,13,9,2,0,20,12,8,8,2,5,7,True
mid,taxed,47,α,14,10,0,7,20,11,9,8,4,6,6,True
mid,taxed,48,α,16,5,3,3,22,10,12,6,4,10,1,True
mid,taxed,49,β,10,13,1,3,21,9,12,5,6,5,7,True
mid,taxed,50,α,17,7,0,2,18,10,8,11,1,6,6,True
mid,taxed,51,β,3,20,1,0,21,9,12,0,11,3,9,True
mid,taxed,52,β,7,15,2,0,22,11,11,5,6,2,9,True
mid,taxed,53,α,15,8,1,1,19,9,10,7,4,8,4,True
mid,taxed,54,α,16,8,0,4,20,10,10,5,7,11,1,True
mid,taxed,55,α,12,10,2,0,21,10,11,4,8,8,2,True
mid,taxed,56,COEX,12,12,0,3,22,11,11,6,6,6,6,True
mid,taxed,57,α,14,9,1,6,22,10,12,6,6,8,3,True
mid,taxed,58,α,14,9,1,3,21,10,11,8,3,6,6,True
mid,taxed,59,β,9,13,2,0,20,9,11,6,4,3,9,True
mid,taxed,60,α,18,6,0,6,17,7,10,11,1,7,5,True
mid,taxed,61,β,8,16,0,3,20,11,9,5,7,3,9,True
mid,taxed,62,α,14,9,1,4,17,9,8,9,2,5,7,True
mid,taxed,63,α,13,11,0,3,20,9,11,7,5,6,6,True
mid,taxed,64,α,15,8,1,1,22,11,11,5,7,10,1,True
mid,taxed,65,α,14,10,0,7,21,11,10,8,4,6,6,True
mid,taxed,66,β,11,12,1,1,21,11,10,10,2,1,10,True
mid,taxed,67,COEX,12,12,0,1,22,11,11,5,7,7,5,True
mid,taxed,68,β,7,16,1,1,20,11,9,0,11,7,5,True
mid,taxed,69,α,22,2,0,9,19,10,9,10,2,12,0,True
mid,taxed,70,α,12,11,1,0,22,12,10,7,4,5,7,True
mid,taxed,71,COEX,12,12,0,1,22,11,11,5,7,7,5,True
mid,taxed,72,β,9,15,0,0,20,11,9,6,6,3,9,True
mid,taxed,73,β,10,14,0,0,23,11,12,3,9,7,5,True
mid,taxed,74,α,18,5,1,6,21,10,11,8,3,10,2,True
mid,taxed,75,β,10,14,0,3,21,9,12,5,7,5,7,True
mid,taxed,76,β,8,14,2,3,21,11,10,2,8,6,6,True
mid,taxed,77,β,6,15,3,3,22,11,11,3,6,3,9,True
mid,taxed,78,β,10,12,2,1,22,12,10,3,7,7,5,True
mid,taxed,79,COEX,12,12,0,6,21,11,10,5,7,7,5,True
mid,taxed,80,β,11,12,1,0,20,11,9,5,7,6,5,True
mid,taxed,81,α,15,9,0,2,18,10,8,6,6,9,3,True
mid,taxed,82,β,9,14,1,1,18,9,9,5,7,4,7,True
mid,taxed,83,β,11,12,1,0,18,9,9,7,5,4,7,True
mid,taxed,84,β,11,13,0,1,23,11,12,6,6,5,7,True
mid,taxed,85,α,18,6,0,6,19,8,11,9,3,9,3,True
mid,taxed,86,β,10,14,0,0,21,11,10,5,7,5,7,True
mid,taxed,87,β,8,15,1,1,20,9,11,5,6,3,9,True
mid,taxed,88,β,11,12,1,1,21,10,11,5,6,6,6,True
mid,taxed,89,α,16,8,0,4,22,11,11,7,5,9,3,True
mid,taxed,90,α,12,11,1,6,19,10,9,7,5,5,6,True
mid,taxed,91,β,5,14,5,0,23,11,12,2,6,3,8,True
mid,taxed,92,α,14,9,1,3,17,8,9,7,5,7,4,True
mid,taxed,93,α,16,7,1,3,19,11,8,8,3,8,4,True
mid,taxed,94,β,9,15,0,2,23,12,11,4,8,5,7,True
mid,taxed,95,β,10,13,1,3,21,10,11,7,4,3,9,True
mid,taxed,96,COEX,12,12,0,2,23,12,11,9,3,3,9,True
mid,taxed,97,β,6,16,2,0,18,11,7,4,8,2,8,True
mid,taxed,98,β,10,13,1,6,19,9,10,6,5,4,8,True
mid,taxed,99,β,8,15,1,2,21,10,11,5,6,3,9,True
mid,taxed,100,α,13,10,1,0,19,9,10,7,5,6,5,True
scarce,both,1,β,9,10,5,7,9,7,2,8,2,1,8,True
scarce,both,2,β,3,19,2,9,10,7,3,2,9,1,10,True
scarce,both,3,α,14,7,3,11,12,5,7,8,2,6,5,True
scarce,both,4,α,14,7,3,12,14,6,8,6,5,8,2,True
scarce,both,5,α,15,5,4,11,17,8,9,5,4,10,1,True
scarce,both,6,β,5,14,5,11,16,8,8,2,8,3,6,True
scarce,both,7,β,9,10,5,14,12,6,6,7,3,2,7,True
scarce,both,8,α,21,3,0,12,14,5,9,9,3,12,0,True
scarce,both,9,β,5,15,4,10,15,9,6,0,11,5,4,True
scarce,both,10,β,6,14,4,9,10,6,4,3,7,3,7,True
scarce,both,11,α,14,9,1,8,8,4,4,8,4,6,5,True
scarce,both,12,α,11,7,6,13,14,5,9,3,5,8,2,True
scarce,both,13,β,5,13,6,12,14,9,5,1,8,4,5,True
scarce,both,14,β,9,11,4,11,9,3,6,9,2,0,9,True
scarce,both,15,α,13,8,3,9,10,5,5,6,5,7,3,True
scarce,both,16,α,14,9,1,15,11,4,7,10,2,4,7,True
scarce,both,17,α,20,0,4,11,10,5,5,9,0,11,0,True
scarce,both,18,β,8,10,6,15,11,6,5,7,2,1,8,True
scarce,both,19,α,13,9,2,9,10,5,5,8,4,5,5,True
scarce,both,20,α,11,9,4,9,10,3,7,5,5,6,4,True
scarce,both,21,β,6,15,3,13,12,7,5,6,6,0,9,True
scarce,both,22,β,9,11,4,8,10,3,7,6,6,3,5,True
scarce,both,23,α,13,8,3,14,12,7,5,8,4,5,4,True
scarce,both,24,α,13,7,4,10,10,0,10,5,6,8,1,True
scarce,both,25,β,5,17,2,7,8,8,0,0,10,5,7,True
scarce,both,26,β,5,14,5,14,12,7,5,3,7,2,7,True
scarce,both,27,COEX,8,8,8,8,13,8,5,6,2,2,6,True
scarce,both,28,COEX,9,9,6,10,9,2,7,6,4,3,5,True
scarce,both,29,α,15,3,6,7,10,4,6,8,2,7,1,True
scarce,both,30,α,14,8,2,0,0,0,0,9,1,5,7,True
scarce,both,31,β,11,12,1,12,15,9,6,7,4,4,8,True
scarce,both,32,β,5,13,6,11,10,7,3,2,8,3,5,True
scarce,both,33,α,12,7,5,13,10,6,4,3,6,9,1,True
scarce,both,34,α,12,8,4,10,10,10,0,8,1,4,7,True
scarce,both,35,β,6,15,3,7,11,9,2,2,7,4,8,True
scarce,both,36,α,15,5,4,9,11,4,7,8,2,7,3,True
scarce,both,37,α,11,8,5,15,14,6,8,7,3,4,5,True
scarce,both,38,α,14,3,7,14,19,10,9,3,3,11,0,True
scarce,both,39,α,15,8,1,0,0,0,0,12,0,3,8,True
scarce,both,40,α,12,6,6,13,14,8,6,2,6,10,0,True
scarce,both,41,β,1,18,5,6,8,7,1,0,7,1,11,True
scarce,both,42,COEX,9,9,6,14,17,8,9,5,3,4,6,True
scarce,both,43,α,23,0,1,10,8,3,5,12,0,11,0,True
scarce,both,44,α,11,8,5,15,17,10,7,4,6,7,2,True
scarce,both,45,α,22,0,2,7,8,1,7,11,0,11,0,True
scarce,both,46,β,8,13,3,14,16,11,5,4,7,4,6,True
scarce,both,47,β,5,13,6,13,14,6,8,5,3,0,10,True
scarce,both,48,β,9,10,5,8,12,7,5,4,7,5,3,True
scarce,both,49,COEX,9,9,6,11,14,8,6,0,8,9,1,True
scarce,both,50,β,8,13,3,9,13,8,5,8,4,0,9,True
scarce,both,51,β,6,13,5,14,15,7,8,2,6,4,7,True
scarce,both,52,β,0,22,2,5,8,3,5,0,11,0,11,True
scarce,both,53,β,7,11,6,14,15,10,5,0,7,7,4,True
scarce,both,54,β,9,13,2,11,10,7,3,2,9,7,4,True
scarce,both,55,α,19,2,3,8,14,3,11,10,1,9,1,True
scarce,both,56,β,5,11,8,10,15,7,8,3,5,2,6,True
scarce,both,57,α,15,4,5,11,13,5,8,10,1,5,3,True
scarce,both,58,β,5,14,5,10,14,9,5,4,7,1,7,True
scarce,both,59,β,2,18,4,5,5,5,0,0,9,2,9,True
scarce,both,60,α,11,6,7,8,12,9,3,3,6,8,0,True
scarce,both,61,COEX,11,11,2,13,14,8,6,6,5,5,6,True
scarce,both,62,β,10,11,3,15,15,7,8,4,5,6,6,True
scarce,both,63,α,11,6,7,12,14,6,8,3,6,8,0,True
scarce,both,64,α,16,0,8,11,14,8,6,7,0,9,0,True
scarce,both,65,α,10,7,7,6,10,4,6,5,4,5,3,True
scarce,both,66,α,11,8,5,7,12,4,8,5,3,6,5,True
scarce,both,67,β,5,13,6,9,16,7,9,2,7,3,6,True
scarce,both,68,β,6,13,5,7,14,8,6,2,8,4,5,True
scarce,both,69,β,9,10,5,8,8,0,8,3,5,6,5,True
scarce,both,70,β,4,11,9,9,13,9,4,2,7,2,4,True
scarce,both,71,β,6,14,4,16,17,10,7,2,8,4,6,True
scarce,both,72,α,10,7,7,8,12,5,7,4,4,6,3,True
scarce,both,73,α,10,8,6,16,15,6,9,4,4,6,4,True
scarce,both,74,α,19,0,5,10,14,10,4,8,0,11,0,True
scarce,both,75,α,10,8,6,8,10,7,3,9,2,1,6,True
scarce,both,76,β,6,13,5,11,12,2,10,4,4,2,9,True
scarce,both,77,α,12,9,3,16,15,7,8,4,7,8,2,True
scarce,both,78,α,14,7,3,8,7,4,3,6,3,8,4,True
scarce,both,79,β,7,12,5,12,16,7,9,1,8,6,4,True
scarce,both,80,α,19,0,5,12,13,3,10,10,0,9,0,True
scarce,both,81,α,11,10,3,12,16,9,7,5,5,6,5,True
scarce,both,82,α,12,9,3,15,17,7,10,4,7,8,2,True
scarce,both,83,β,2,15,7,12,17,11,6,1,5,1,10,True
scarce,both,84,β,7,10,7,14,10,3,7,4,2,3,8,True
scarce,both,85,β,8,12,4,12,13,8,5,4,6,4,6,True
scarce,both,86,α,15,5,4,7,11,2,9,5,5,10,0,True
scarce,both,87,β,6,12,6,14,15,10,5,4,5,2,7,True
scarce,both,88,α,12,7,5,13,14,7,7,6,4,6,3,True
scarce,both,89,β,2,17,5,14,14,10,4,0,10,2,7,True
scarce,both,90,α,15,6,3,12,9,2,7,4,6,11,0,True
scarce,both,91,α,21,0,3,5,6,2,4,9,0,12,0,True
scarce,both,92,α,17,3,4,14,16,9,7,7,3,10,0,True
scarce,both,93,α,15,5,4,10,15,6,9,7,4,8,1,True
scarce,both,94,β,6,13,5,5,8,6,2,5,3,1,10,True
scarce,both,95,α,16,3,5,11,12,3,9,9,1,7,2,True
scarce,both,96,α,13,6,5,10,12,3,9,5,5,8,1,True
scarce,both,97,β,0,17,7,13,16,8,8,0,11,0,6,True
scarce,both,98,COEX,9,9,6,14,14,6,8,7,3,2,6,True
scarce,both,99,β,5,14,5,11,12,7,5,2,8,3,6,True
scarce,both,100,β,10,12,2,11,11,4,7,4,7,6,5,True
scarce,free,1,α,19,0,5,8,10,4,6,11,0,8,0,True
scarce,free,2,α,17,5,2,8,12,4,8,10,1,7,4,True
scarce,free,3,α,19,3,2,3,9,4,5,8,3,11,0,True
scarce,free,4,α,14,2,8,10,14,6,8,7,1,7,1,True
scarce,free,5,α,20,0,4,6,9,3,6,11,0,9,0,True
scarce,free,6,α,15,6,3,12,17,8,9,8,2,7,4,True
scarce,free,7,α,17,4,3,11,13,4,9,8,1,9,3,True
scarce,free,8,α,12,8,4,4,7,3,4,8,2,4,6,True
scarce,free,9,α,22,0,2,8,8,5,3,10,0,12,0,True
scarce,free,10,α,16,4,4,2,4,0,4,11,0,5,4,True
scarce,free,11,α,16,0,8,9,10,4,6,10,0,6,0,True
scarce,free,12,α,13,8,3,9,12,3,9,8,2,5,6,True
scarce,free,13,α,12,6,6,9,14,7,7,10,0,2,6,True
scarce,free,14,α,17,3,4,9,11,5,6,7,3,10,0,True
scarce,free,15,α,21,3,0,2,6,5,1,9,3,12,0,True
scarce,free,16,α,17,1,6,11,11,3,8,10,0,7,1,True
scarce,free,17,α,16,6,2,6,8,2,6,11,1,5,5,True
scarce,free,18,α,16,3,5,8,10,0,10,10,0,6,3,True
scarce,free,19,α,20,0,4,8,10,5,5,12,0,8,0,True
scarce,free,20,α,17,4,3,4,9,3,6,9,2,8,2,True
scarce,free,21,α,14,5,5,13,18,8,10,5,5,9,0,True
scarce,free,22,α,15,8,1,7,9,5,4,10,1,5,7,True
scarce,free,23,α,18,3,3,10,12,4,8,11,0,7,3,True
scarce,free,24,α,20,3,1,5,5,0,5,10,2,10,1,True
scarce,free,25,α,19,3,2,8,10,5,5,11,0,8,3,True
scarce,free,26,α,18,2,4,6,7,7,0,7,2,11,0,True
scarce,free,27,α,18,0,6,7,10,4,6,9,0,9,0,True
scarce,free,28,α,21,1,2,3,7,2,5,9,1,12,0,True
scarce,free,29,α,16,2,6,10,11,2,9,6,2,10,0,True
scarce,free,30,α,19,3,2,7,8,0,8,11,1,8,2,True
scarce,free,31,α,22,2,0,8,8,3,5,10,2,12,0,True
scarce,free,32,α,12,9,3,0,0,0,0,8,4,4,5,True
scarce,free,33,α,15,0,9,7,10,6,4,9,0,6,0,True
scarce,free,34,α,15,7,2,7,10,3,7,7,3,8,4,True
scarce,free,35,α,14,9,1,5,9,2,7,11,1,3,8,True
scarce,free,36,α,18,2,4,7,6,0,6,9,0,9,2,True
scarce,free,37,α,19,0,5,8,10,2,8,9,0,10,0,True
scarce,free,38,α,17,0,7,13,17,7,10,7,0,10,0,True
scarce,free,39,α,13,5,6,14,16,9,7,5,2,8,3,True
scarce,free,40,α,21,0,3,4,3,3,0,10,0,11,0,True
scarce,free,41,α,11,7,6,7,10,4,6,4,4,7,3,True
scarce,free,42,α,8,6,10,0,0,0,0,8,0,0,6,True
scarce,free,43,α,21,0,3,9,8,5,3,10,0,11,0,True
scarce,free,44,α,20,0,4,4,5,3,2,11,0,9,0,True
scarce,free,45,α,15,6,3,6,13,7,6,5,4,10,2,True
scarce,free,46,α,17,0,7,8,11,3,8,9,0,8,0,True
scarce,free,47,α,20,0,4,8,10,4,6,11,0,9,0,True
scarce,free,48,α,21,0,3,9,11,2,9,11,0,10,0,True
scarce,free,49,α,18,1,5,4,9,4,5,6,1,12,0,True
scarce,free,50,α,15,6,3,0,6,3,3,8,2,7,4,True
scarce,free,51,α,21,1,2,8,8,0,8,10,1,11,0,True
scarce,free,52,α,19,0,5,10,11,4,7,8,0,11,0,True
scarce,free,53,α,18,1,5,12,10,2,8,9,1,9,0,True
scarce,free,54,α,16,5,3,7,10,4,6,8,2,8,3,True
scarce,free,55,α,22,0,2,7,10,3,7,11,0,11,0,True
scarce,free,56,α,12,10,2,6,11,5,6,9,2,3,8,True
scarce,free,57,α,16,4,4,16,17,10,7,5,4,11,0,True
scarce,free,58,α,17,0,7,8,15,9,6,7,0,10,0,True
scarce,free,59,α,21,0,3,5,7,2,5,12,0,9,0,True
scarce,free,60,α,20,3,1,6,10,6,4,12,0,8,3,True
scarce,free,61,α,16,0,8,9,12,5,7,8,0,8,0,True
scarce,free,62,α,19,3,2,4,8,0,8,11,1,8,2,True
scarce,free,63,α,20,0,4,7,9,2,7,11,0,9,0,True
scarce,free,64,α,17,3,4,8,9,1,8,8,3,9,0,True
scarce,free,65,α,14,3,7,12,16,9,7,6,2,8,1,True
scarce,free,66,α,23,0,1,3,4,3,1,11,0,12,0,True
scarce,free,67,α,18,2,4,6,9,1,8,12,0,6,2,True
scarce,free,68,α,19,1,4,12,16,5,11,9,1,10,0,True
scarce,free,69,α,19,0,5,7,6,3,3,9,0,10,0,True
scarce,free,70,α,20,1,3,7,7,6,1,8,1,12,0,True
scarce,free,71,α,14,7,3,7,9,1,8,10,1,4,6,True
scarce,free,72,α,22,0,2,12,9,1,8,11,0,11,0,True
scarce,free,73,α,11,7,6,9,12,5,7,8,1,3,6,True
scarce,free,74,α,14,1,9,9,13,1,12,6,1,8,0,True
scarce,free,75,α,19,0,5,10,12,7,5,9,0,10,0,True
scarce,free,76,α,16,3,5,8,13,4,9,6,2,10,1,True
scarce,free,77,α,13,6,5,0,0,0,0,11,1,2,5,True
scarce,free,78,α,20,2,2,3,2,2,0,10,0,10,2,True
scarce,free,79,α,21,1,2,6,8,0,8,12,0,9,1,True
scarce,free,80,α,12,5,7,9,17,7,10,5,4,7,1,True
scarce,free,81,α,16,4,4,7,12,2,10,11,0,5,4,True
scarce,free,82,α,21,0,3,8,10,4,6,11,0,10,0,True
scarce,free,83,α,17,3,4,5,13,5,8,11,0,6,3,True
scarce,free,84,α,14,6,4,13,14,4,10,4,6,10,0,True
scarce,free,85,α,18,3,3,7,12,2,10,11,0,7,3,True
scarce,free,86,α,17,3,4,6,8,0,8,8,3,9,0,True
scarce,free,87,α,19,1,4,9,10,2,8,12,0,7,1,True
scarce,free,88,α,16,5,3,12,10,4,6,10,1,6,4,True
scarce,free,89,α,20,1,3,10,11,3,8,10,1,10,0,True
scarce,free,90,α,21,0,3,5,4,1,3,10,0,11,0,True
scarce,free,91,α,20,0,4,4,7,4,3,11,0,9,0,True
scarce,free,92,α,17,4,3,15,17,8,9,7,4,10,0,True
scarce,free,93,α,15,6,3,8,12,6,6,11,0,4,6,True
scarce,free,94,α,13,7,4,0,0,0,0,10,1,3,6,True
scarce,free,95,α,20,0,4,14,11,6,5,11,0,9,0,True
scarce,free,96,α,20,2,2,7,8,0,8,11,1,9,1,True
scarce,free,97,α,21,0,3,2,5,5,0,10,0,11,0,True
scarce,free,98,β,7,9,8,0,0,0,0,7,2,0,7,True
scarce,free,99,α,17,3,4,0,0,0,0,10,0,7,3,True
scarce,free,100,α,17,4,3,0,0,0,0,11,0,6,4,True
scarce,none,1,β,5,6,13,0,0,0,0,5,0,0,6,True
scarce,none,2,α,10,5,9,0,0,0,0,10,0,0,5,True
scarce,none,3,COEX,6,6,12,0,0,0,0,6,0,0,6,True
scarce,none,4,COEX,8,8,8,0,0,0,0,8,0,0,8,True
scarce,none,5,α,7,6,11,0,0,0,0,7,0,0,6,True
scarce,none,6,β,5,7,12,0,0,0,0,5,0,0,7,True
scarce,none,7,COEX,6,6,12,0,0,0,0,6,0,0,6,True
scarce,none,8,COEX,7,7,10,0,0,0,0,7,0,0,7,True
scarce,none,9,β,5,7,12,0,0,0,0,5,0,0,7,True
scarce,none,10,α,8,4,12,0,0,0,0,8,0,0,4,True
scarce,none,11,α,6,5,13,0,0,0,0,6,0,0,5,True
scarce,none,12,COEX,7,7,10,0,0,0,0,7,0,0,7,True
scarce,none,13,β,6,7,11,0,0,0,0,6,0,0,7,True
scarce,none,14,β,6,7,11,0,0,0,0,6,0,0,7,True
scarce,none,15,COEX,6,6,12,0,0,0,0,6,0,0,6,True
scarce,none,16,α,8,6,10,0,0,0,0,8,0,0,6,True
scarce,none,17,α,7,6,11,0,0,0,0,7,0,0,6,True
scarce,none,18,β,6,8,10,0,0,0,0,6,0,0,8,True
scarce,none,19,β,6,7,11,0,0,0,0,6,0,0,7,True
scarce,none,20,α,7,6,11,0,0,0,0,7,0,0,6,True
scarce,none,21,COEX,7,7,10,0,0,0,0,7,0,0,7,True
scarce,none,22,α,7,5,12,0,0,0,0,7,0,0,5,True
scarce,none,23,β,6,7,11,0,0,0,0,6,0,0,7,True
scarce,none,24,COEX,7,7,10,0,0,0,0,7,0,0,7,True
scarce,none,25,α,7,6,11,0,0,0,0,7,0,0,6,True
scarce,none,26,COEX,6,6,12,0,0,0,0,6,0,0,6,True
scarce,none,27,COEX,7,7,10,0,0,0,0,7,0,0,7,True
scarce,none,28,α,8,7,9,0,0,0,0,8,0,0,7,True
scarce,none,29,α,7,6,11,0,0,0,0,7,0,0,6,True
scarce,none,30,α,8,7,9,0,0,0,0,8,0,0,7,True
scarce,none,31,COEX,7,7,10,0,0,0,0,7,0,0,7,True
scarce,none,32,β,7,9,8,0,0,0,0,7,0,0,9,True
scarce,none,33,β,5,6,13,0,0,0,0,5,0,0,6,True
scarce,none,34,β,5,7,12,0,0,0,0,5,0,0,7,True
scarce,none,35,α,8,4,12,0,0,0,0,8,0,0,4,True
scarce,none,36,β,5,8,11,0,0,0,0,5,0,0,8,True
scarce,none,37,β,5,7,12,0,0,0,0,5,0,0,7,True
scarce,none,38,COEX,6,6,12,0,0,0,0,6,0,0,6,True
scarce,none,39,β,6,7,11,0,0,0,0,6,0,0,7,True
scarce,none,40,α,8,7,9,0,0,0,0,8,0,0,7,True
scarce,none,41,α,7,5,12,0,0,0,0,7,0,0,5,True
scarce,none,42,α,9,7,8,0,0,0,0,9,0,0,7,True
scarce,none,43,α,8,6,10,0,0,0,0,8,0,0,6,True
scarce,none,44,β,5,7,12,0,0,0,0,5,0,0,7,True
scarce,none,45,β,6,7,11,0,0,0,0,6,0,0,7,True
scarce,none,46,α,7,5,12,0,0,0,0,7,0,0,5,True
scarce,none,47,α,8,6,10,0,0,0,0,8,0,0,6,True
scarce,none,48,α,7,6,11,0,0,0,0,7,0,0,6,True
scarce,none,49,β,6,8,10,0,0,0,0,6,0,0,8,True
scarce,none,50,α,7,6,11,0,0,0,0,7,0,0,6,True
scarce,none,51,α,8,7,9,0,0,0,0,8,0,0,7,True
scarce,none,52,β,6,8,10,0,0,0,0,6,0,0,8,True
scarce,none,53,COEX,6,6,12,0,0,0,0,6,0,0,6,True
scarce,none,54,α,7,5,12,0,0,0,0,7,0,0,5,True
scarce,none,55,α,6,5,13,0,0,0,0,6,0,0,5,True
scarce,none,56,COEX,6,6,12,0,0,0,0,6,0,0,6,True
scarce,none,57,COEX,7,7,10,0,0,0,0,7,0,0,7,True
scarce,none,58,α,8,6,10,0,0,0,0,8,0,0,6,True
scarce,none,59,β,5,8,11,0,0,0,0,5,0,0,8,True
scarce,none,60,α,7,6,11,0,0,0,0,7,0,0,6,True
scarce,none,61,β,7,8,9,0,0,0,0,7,0,0,8,True
scarce,none,62,β,5,6,13,0,0,0,0,5,0,0,6,True
scarce,none,63,β,6,7,11,0,0,0,0,6,0,0,7,True
scarce,none,64,β,6,7,11,0,0,0,0,6,0,0,7,True
scarce,none,65,β,7,8,9,0,0,0,0,7,0,0,8,True
scarce,none,66,COEX,7,7,10,0,0,0,0,7,0,0,7,True
scarce,none,67,COEX,8,8,8,0,0,0,0,8,0,0,8,True
scarce,none,68,α,8,7,9,0,0,0,0,8,0,0,7,True
scarce,none,69,β,6,7,11,0,0,0,0,6,0,0,7,True
scarce,none,70,COEX,6,6,12,0,0,0,0,6,0,0,6,True
scarce,none,71,α,7,6,11,0,0,0,0,7,0,0,6,True
scarce,none,72,α,9,7,8,0,0,0,0,9,0,0,7,True
scarce,none,73,α,7,6,11,0,0,0,0,7,0,0,6,True
scarce,none,74,α,7,5,12,0,0,0,0,7,0,0,5,True
scarce,none,75,α,8,7,9,0,0,0,0,8,0,0,7,True
scarce,none,76,COEX,6,6,12,0,0,0,0,6,0,0,6,True
scarce,none,77,β,6,8,10,0,0,0,0,6,0,0,8,True
scarce,none,78,α,9,8,7,0,0,0,0,9,0,0,8,True
scarce,none,79,β,5,7,12,0,0,0,0,5,0,0,7,True
