cell,seed,dom,alive,fuel,hoard
rain_t_k2,11,DEAD,0,24,α:3.52;β:5.62
rain_t_k2,12,β,14,18,α:1.32;β:5.90
rain_t_k2,13,α,15,8,α:2.92;β:1.43
rain_t_k2,14,β,16,18,α:1.11;β:4.60
rain_t_k2,15,β,7,24,α:0.72;β:5.67
rain_t_k2,16,α,8,16,α:3.15;β:2.24
rain_t_k2,17,β,20,9,α:0.82;β:5.54
rain_t_k2,18,α,22,0,α:3.61;β:1.35
rain_t_k2,19,α,15,9,α:3.37;β:0.98
rain_t_k2,20,DEAD,0,24,α:3.81;β:3.93
rain_t_k2,21,α,9,16,α:2.77;β:1.76
rain_t_k2,22,α,16,8,α:4.07;β:0.71
rain_t_k2,23,DEAD,0,24,α:2.98;β:3.53
rain_t_k2,24,β,11,16,α:0.74;β:5.45
rain_t_k2,25,β,19,5,α:1.44;β:4.57
rain_t_k2,26,DEAD,0,24,α:3.45;β:3.72
rain_t_k2,27,DEAD,0,24,α:3.01;β:3.43
rain_t_k2,28,DEAD,0,24,α:4.07;β:5.02
rain_t_k2,29,β,18,12,α:0.59;β:5.77
rain_t_k2,30,DEAD,0,24,α:3.32;β:1.60
rain_t_k2,31,α,17,9,α:3.63;β:1.66
rain_t_k2,32,β,12,16,α:2.43;β:3.00
rain_t_k2,33,β,16,17,α:0.68;β:6.77
rain_t_k2,34,α,15,5,α:2.32;β:3.32
rain_t_k2,35,DEAD,0,24,α:3.37;β:1.59
rain_t_k2,36,α,15,6,α:3.31;β:1.91
rain_t_k2,37,α,9,12,α:3.26;β:0.95
rain_t_k2,38,β,20,6,α:0.72;β:6.37
rain_t_k2,39,DEAD,0,24,α:2.47;β:3.53
rain_t_k2,40,α,9,13,α:3.10;β:1.74
rain_t_k2,41,DEAD,0,24,α:4.34;β:3.66
rain_t_k2,42,β,22,3,α:0.89;β:5.33
rain_t_k2,43,α,11,13,α:3.59;β:1.07
rain_t_k2,44,α,12,12,α:3.95;β:0.69
rain_t_k2,45,DEAD,0,24,α:3.00;β:4.37
rain_t_k2,46,DEAD,0,24,α:3.57;β:3.32
rain_t_k2,47,DEAD,0,24,α:5.18;β:3.05
rain_t_k2,48,β,19,9,α:0.49;β:5.93
rain_t_k2,49,α,13,10,α:3.05;β:1.59
rain_t_k2,50,DEAD,0,24,α:3.28;β:1.76
rain_t_k2,51,β,21,7,α:0.68;β:5.61
rain_t_k2,52,α,12,10,α:3.69;β:0.89
rain_t_k2,53,DEAD,0,24,α:3.09;β:1.66
rain_t_k2,54,α,8,16,α:3.23;β:1.04
rain_t_k2,55,β,16,13,α:0.87;β:5.94
rain_t_k2,56,β,18,10,α:1.13;β:5.74
rain_t_k2,57,DEAD,0,24,α:3.48;β:1.31
rain_t_k2,58,DEAD,0,24,α:2.65;β:1.97
rain_t_k2,59,α,14,10,α:3.86;β:1.57
rain_t_k2,60,DEAD,0,24,α:3.20;β:3.72
rain_t_k8,1,α,22,3,α:5.68;β:0.54
rain_t_k8,2,α,22,4,α:5.49;β:0.78
rain_t_k8,3,α,22,1,α:5.39;β:0.87
rain_t_k8,4,α,23,0,α:5.18;β:1.22
rain_t_k8,5,α,23,0,α:5.73;β:0.73
rain_t_k8,6,α,21,0,α:5.49;β:0.71
rain_t_k8,7,α,21,1,α:5.65;β:0.68
rain_t_k8,8,α,24,0,α:5.27;β:0.74
rain_t_k8,9,α,23,3,α:5.65;β:0.55
rain_t_k8,10,α,22,3,α:5.16;β:1.19
rain_t_k8,11,α,22,2,α:5.06;β:1.20
rain_t_k8,12,α,23,0,α:5.56;β:0.39
rain_t_k8,13,α,22,1,α:5.31;β:1.11
rain_t_k8,14,α,21,6,α:5.93;β:0.22
rain_t_k8,15,α,20,4,α:5.15;β:1.46
rain_t_k8,16,α,22,1,α:5.49;β:0.36
rain_t_k8,17,α,22,3,α:4.93;β:1.66
rain_t_k8,18,α,24,0,α:5.74;β:0.70
rain_t_k8,19,α,23,2,α:5.51;β:0.64
rain_t_k8,20,α,21,4,α:5.65;β:0.74
rain_t_k8,21,α,23,2,α:5.84;β:0.42
rain_t_k8,22,α,20,3,α:5.64;β:0.40
rain_t_k8,23,α,22,3,α:5.51;β:0.42
rain_t_k8,24,α,21,4,α:5.61;β:1.22
rain_t_k8,25,α,22,3,α:5.41;β:0.45
rain_t_k8,26,α,22,2,α:5.46;β:0.53
rain_t_k8,27,α,22,2,α:5.66;β:0.43
rain_t_k8,28,α,22,2,α:5.39;β:0.51
rain_t_k8,29,α,20,6,α:5.63;β:0.62
rain_t_k8,30,α,20,2,α:5.60;β:0.77
rain_t_k8,31,α,21,3,α:5.55;β:0.33
rain_t_k8,32,α,23,0,α:5.69;β:0.52
rain_t_k8,33,α,22,2,α:5.91;β:0.58
rain_t_k8,34,α,21,6,α:4.78;β:2.17
rain_t_k8,35,α,22,2,α:5.56;β:0.77
rain_t_k8,36,α,22,3,α:5.24;β:1.41
rain_t_k8,37,α,21,4,α:4.76;β:1.78
rain_t_k8,38,α,22,1,α:5.50;β:0.67
rain_t_k8,39,α,21,2,α:5.55;β:0.60
rain_t_k8,40,α,23,1,α:5.30;β:0.40
rain_t_k8,41,α,23,2,α:5.68;β:0.57
rain_t_k8,42,α,23,0,α:5.70;β:0.42
rain_t_k8,43,α,22,1,α:5.42;β:0.51
rain_t_k8,44,α,21,3,α:5.63;β:0.91
rain_t_k8,45,α,21,4,α:5.50;β:0.83
rain_t_k8,46,α,23,1,α:5.99;β:0.41
rain_t_k8,47,α,22,1,α:5.29;β:0.74
rain_t_k8,48,α,21,3,α:5.19;β:1.03
rain_t_k8,49,α,22,3,α:5.47;β:0.95
rain_t_k8,50,α,21,4,α:5.50;β:0.79
rain_t_k8,51,α,23,2,α:5.66;β:0.77
rain_t_k8,52,α,21,3,α:5.68;β:0.44
rain_t_k8,53,α,22,3,α:5.48;β:0.59
rain_t_k8,54,α,22,2,α:5.32;β:0.79
rain_t_k8,55,α,23,3,α:5.47;β:0.55
rain_t_k8,56,α,22,3,α:5.38;β:0.61
rain_t_k8,57,α,22,2,α:5.39;β:0.41
rain_t_k8,58,α,21,4,α:5.61;β:0.46
rain_t_k8,59,α,22,1,α:5.70;β:0.51
rain_t_k8,60,α,23,2,α:5.85;β:0.37
