eco,seed,dom,tape_ext,n_applies,spends,looted,repairs,q_g_spend,feeds_q,alive_q
harvest,88,DEAD,200,200,β.prime:11;α.prime:13;β.f:5;α.f:32,α:1,α:6;β:3,,0;18;18;13,24;23;15;14
harvest,89,α,,759,β.prime:12;α.prime:12;α.f:223;β.f:7,α:5,β:4;α:100,,48;64;64;62,24;12;6;9
harvest,90,β,,806,α.prime:13;β.prime:11;β.f:190;α.f:38,,α:12;β:101,,52;66;59;61,24;18;10;13
harvest,91,α,,783,α.prime:13;β.prime:11;α.f:169;β.f:64,α:12,β:44;α:60,,50;65;61;64,24;12;13;12
harvest,92,DEAD,334,334,α.prime:13;β.prime:11;α.f:38;β.f:35,,α:16;β:18,,12;26;30;24,24;19;16;11
harvest,93,DEAD,446,446,β.prime:13;α.prime:11;α.f:107;β.f:15,α:5,β:9;α:37,,22;36;37;37,24;15;9;5
harvest,94,α,,769,β.prime:14;α.prime:10;α.f:214;β.f:20,α:3,β:6;α:99,,49;65;62;64,24;14;13;13
harvest,95,DEAD,681,683,α.prime:13;β.prime:11;α.f:187;β.f:14,α:2,α:80;β:5,,42;57;56;54,24;11;3;4
harvest,96,β,,812,β.prime:12;α.prime:12;α.f:22;β.f:207,,β:110;α:5,,52;63;62;60,24;14;11;16
harvest,97,DEAD,544,545,β.prime:11;α.prime:13;α.f:137;β.f:16,α:2,α:56;β:6,,30;46;46;45,24;15;12;7
harvest,98,β,,805,β.prime:13;α.prime:11;α.f:25;β.f:203,,β:104;α:5,,54;60;64;62,24;11;16;20
harvest,99,β,,796,α.prime:11;β.prime:13;α.f:49;β.f:181,α:2,β:104;α:13,,52;62;62;61,24;13;16;19
harvest,100,α,,763,α.prime:14;β.prime:10;α.f:227;β.f:7,α:4,β:4;α:106,,51;61;64;64,24;8;11;10
