start,eps,m,seed,dom,alive,n_applies,mut_α,mut_β,mut_γ,mut_δ
α,0.0,6,1,α,19,10800,0,0,0,0
α,0.0,6,2,α,18,10800,0,0,0,0
α,0.0,6,3,α,21,10800,0,0,0,0
α,0.0,6,4,α,18,10800,0,0,0,0
α,0.0,6,5,α,18,10800,0,0,0,0
α,0.0,6,6,α,19,10800,0,0,0,0
α,0.0,6,7,α,15,10800,0,0,0,0
α,0.0,6,8,α,22,10800,0,0,0,0
α,0.0,6,9,α,20,10800,0,0,0,0
α,0.0,6,10,α,21,10800,0,0,0,0
α,0.0,6,11,α,18,10800,0,0,0,0
α,0.0,6,12,α,22,10800,0,0,0,0
α,0.0,6,13,α,20,10800,0,0,0,0
α,0.0,6,14,α,22,10800,0,0,0,0
α,0.0,6,15,α,16,10800,0,0,0,0
α,0.0,6,16,α,18,10800,0,0,0,0
α,0.0,6,17,α,17,10800,0,0,0,0
α,0.0,6,18,α,21,10800,0,0,0,0
α,0.0,6,19,α,20,10800,0,0,0,0
α,0.0,6,20,α,20,10800,0,0,0,0
α,0.0,6,21,α,20,10800,0,0,0,0
α,0.0,6,22,α,22,10800,0,0,0,0
α,0.0,6,23,α,14,10800,0,0,0,0
α,0.0,6,24,α,17,10800,0,0,0,0
α,0.0,6,25,α,11,10800,0,0,0,0
α,0.0,6,26,α,15,10800,0,0,0,0
α,0.0,6,27,α,18,10800,0,0,0,0
α,0.0,6,28,α,21,10800,0,0,0,0
α,0.0,6,29,α,18,10800,0,0,0,0
α,0.0,6,30,α,19,10800,0,0,0,0
α,0.0,12,1,α,24,10798,0,0,0,0
α,0.0,12,2,α,22,10798,0,0,0,0
α,0.0,12,3,α,23,10798,0,0,0,0
α,0.0,12,4,α,22,10798,0,0,0,0
α,0.0,12,5,α,22,10798,0,0,0,0
α,0.0,12,6,α,23,10798,0,0,0,0
α,0.0,12,7,α,21,10798,0,0,0,0
α,0.0,12,8,α,21,10798,0,0,0,0
α,0.0,12,9,α,20,10798,0,0,0,0
α,0.0,12,10,α,23,10798,0,0,0,0
α,0.0,12,11,α,22,10798,0,0,0,0
α,0.0,12,12,α,22,10798,0,0,0,0
α,0.0,12,13,α,24,10798,0,0,0,0
α,0.0,12,14,α,22,10798,0,0,0,0
α,0.0,12,15,α,20,10798,0,0,0,0
α,0.0,12,16,α,23,10798,0,0,0,0
α,0.0,12,17,α,22,10798,0,0,0,0
α,0.0,12,18,α,19,10798,0,0,0,0
α,0.0,12,19,α,21,10798,0,0,0,0
α,0.0,12,20,α,23,10798,0,0,0,0
α,0.0,12,21,α,23,10798,0,0,0,0
α,0.0,12,22,α,23,10798,0,0,0,0
α,0.0,12,23,α,22,10798,0,0,0,0
α,0.0,12,24,α,23,10798,0,0,0,0
α,0.0,12,25,α,23,10798,0,0,0,0
α,0.0,12,26,α,21,10798,0,0,0,0
α,0.0,12,27,α,22,10798,0,0,0,0
α,0.0,12,28,α,23,10798,0,0,0,0
α,0.0,12,29,α,23,10798,0,0,0,0
α,0.0,12,30,α,21,10798,0,0,0,0
α,0.0,25,1,α,24,10811,0,0,0,0
α,0.0,25,2,α,24,10811,0,0,0,0
α,0.0,25,3,α,24,10811,0,0,0,0
α,0.0,25,4,α,23,10811,0,0,0,0
α,0.0,25,5,α,24,10811,0,0,0,0
α,0.0,25,6,α,24,10811,0,0,0,0
α,0.0,25,7,α,24,10811,0,0,0,0
α,0.0,25,8,α,23,10811,0,0,0,0
α,0.0,25,9,α,23,10811,0,0,0,0
α,0.0,25,10,α,24,10811,0,0,0,0
α,0.0,25,11,α,24,10811,0,0,0,0
α,0.0,25,12,α,23,10811,0,0,0,0
α,0.0,25,13,α,23,10811,0,0,0,0
α,0.0,25,14,α,23,10811,0,0,0,0
α,0.0,25,15,α,23,10811,0,0,0,0
α,0.0,25,16,α,24,10811,0,0,0,0
α,0.0,25,17,α,24,10811,0,0,0,0
α,0.0,25,18,α,24,10811,0,0,0,0
α,0.0,25,19,α,23,10811,0,0,0,0
α,0.0,25,20,α,23,10811,0,0,0,0
α,0.0,25,21,α,23,10811,0,0,0,0
α,0.0,25,22,α,24,10811,0,0,0,0
α,0.0,25,23,α,24,10811,0,0,0,0
α,0.0,25,24,α,22,10811,0,0,0,0
α,0.0,25,25,α,24,10811,0,0,0,0
α,0.0,25,26,α,23,10811,0,0,0,0
α,0.0,25,27,α,21,10811,0,0,0,0
α,0.0,25,28,α,22,10811,0,0,0,0
α,0.0,25,29,α,24,10811,0,0,0,0
α,0.0,25,30,α,23,10811,0,0,0,0
α,0.0,50,1,α,24,10808,0,0,0,0
α,0.0,50,2,α,24,10808,0,0,0,0
α,0.0,50,3,α,24,10808,0,0,0,0
α,0.0,50,4,α,23,10808,0,0,0,0
α,0.0,50,5,α,24,10808,0,0,0,0
α,0.0,50,6,α,24,10808,0,0,0,0
α,0.0,50,7,α,24,10808,0,0,0,0
α,0.0,50,8,α,23,10808,0,0,0,0
α,0.0,50,9,α,24,10808,0,0,0,0
α,0.0,50,10,α,24,10808,0,0,0,0
α,0.0,50,11,α,24,10808,0,0,0,0
α,0.0,50,12,α,24,10808,0,0,0,0
α,0.0,50,13,α,24,10808,0,0,0,0
α,0.0,50,14,α,24,10808,0,0,0,0
α,0.0,50,15,α,24,10808,0,0,0,0
α,0.0,50,16,α,24,10808,0,0,0,0
α,0.0,50,17,α,24,10808,0,0,0,0
α,0.0,50,18,α,24,10808,0,0,0,0
α,0.0,50,19,α,23,10808,0,0,0,0
α,0.0,50,20,α,24,10808,0,0,0,0
α,0.0,50,21,α,24,10808,0,0,0,0
α,0.0,50,22,α,23,10808,0,0,0,0
α,0.0,50,23,α,24,10808,0,0,0,0
α,0.0,50,24,α,24,10808,0,0,0,0
α,0.0,50,25,α,24,10808,0,0,0,0
α,0.0,50,26,α,24,10808,0,0,0,0
α,0.0,50,27,α,24,10808,0,0,0,0
α,0.0,50,28,α,24,10808,0,0,0,0
α,0.0,50,29,α,23,10808,0,0,0,0
α,0.0,50,30,α,24,10808,0,0,0,0
α,0.001,6,1,α,17,10800,0,4,6,6
α,0.001,6,2,α,15,10800,0,10,10,9
α,0.001,6,3,α,20,10800,0,8,7,7
α,0.001,6,4,α,19,10800,1,13,12,10
α,0.001,6,5,α,20,10800,0,5,10,6
α,0.001,6,6,β,23,10800,2,4,10,10
α,0.001,6,7,α,19,10800,0,9,9,12
α,0.001,6,8,α,18,10800,0,8,10,11
α,0.001,6,9,α,21,10800,0,12,10,5
α,0.001,6,10,α,20,10800,0,9,5,9
α,0.001,6,11,α,22,10800,0,5,7,13
α,0.001,6,12,α,21,10800,0,7,6,7
α,0.001,6,13,α,19,10800,0,11,7,6
α,0.001,6,14,α,20,10800,0,9,7,9
α,0.001,6,15,α,16,10800,0,10,14,7
α,0.001,6,16,α,20,10800,2,5,6,8
α,0.001,6,17,α,19,10800,0,12,13,7
α,0.001,6,18,α,21,10800,0,8,9,6
α,0.001,6,19,α,17,10800,0,11,12,7
α,0.001,6,20,α,21,10800,0,7,10,6
α,0.001,6,21,α,20,10800,0,4,9,11
α,0.001,6,22,α,22,10800,0,4,11,5
α,0.001,6,23,α,20,10800,0,4,6,3
α,0.001,6,24,α,17,10800,0,7,6,10
α,0.001,6,25,α,20,10800,0,9,11,6
α,0.001,6,26,α,18,10800,0,5,6,10
α,0.001,6,27,α,18,10800,0,6,6,7
α,0.001,6,28,α,18,10800,0,6,4,7
α,0.001,6,29,α,17,10800,0,8,10,2
α,0.001,6,30,α,19,10800,0,16,7,10
α,0.001,12,1,α,24,10798,0,16,9,4
α,0.001,12,2,α,22,10798,0,9,15,13
α,0.001,12,3,α,23,10798,0,6,7,12
α,0.001,12,4,β,24,10798,0,12,7,16
α,0.001,12,5,α,22,10798,0,10,15,9
α,0.001,12,6,α,23,10798,0,5,12,7
α,0.001,12,7,α,21,10798,0,12,13,7
α,0.001,12,8,α,21,10798,0,5,11,8
α,0.001,12,9,α,20,10798,0,11,12,11
α,0.001,12,10,α,23,10798,0,8,8,11
α,0.001,12,11,α,22,10798,1,7,6,8
α,0.001,12,12,α,20,10798,0,8,10,8
α,0.001,12,13,α,24,10798,0,17,11,7
α,0.001,12,14,α,21,10798,0,6,12,11
α,0.001,12,15,α,20,10798,0,8,8,9
α,0.001,12,16,α,23,10798,1,9,8,7
α,0.001,12,17,α,22,10798,0,14,4,6
α,0.001,12,18,α,19,10798,0,7,9,13
α,0.001,12,19,α,21,10798,0,7,6,7
α,0.001,12,20,α,23,10798,0,14,11,15
α,0.001,12,21,α,24,10798,0,13,11,5
α,0.001,12,22,α,23,10798,0,8,7,13
α,0.001,12,23,α,22,10798,0,4,7,14
α,0.001,12,24,α,23,10798,0,3,13,12
α,0.001,12,25,α,23,10798,0,13,5,11
α,0.001,12,26,α,21,10798,2,10,5,7
α,0.001,12,27,α,22,10798,0,5,13,6
α,0.001,12,28,α,21,10798,0,9,6,9
α,0.001,12,29,α,23,10798,1,8,13,7
α,0.001,12,30,α,21,10798,0,10,9,6
α,0.001,25,1,α,24,10811,0,11,14,10
α,0.001,25,2,α,24,10811,0,14,5,7
α,0.001,25,3,α,24,10811,0,10,11,10
α,0.001,25,4,α,23,10811,1,4,6,14
α,0.001,25,5,α,24,10811,0,10,16,11
α,0.001,25,6,α,24,10811,0,9,9,8
α,0.001,25,7,β,24,10811,6,9,13,14
α,0.001,25,8,α,23,10811,0,10,11,7
α,0.001,25,9,α,23,10811,0,10,10,11
α,0.001,25,10,α,23,10811,2,7,3,11
α,0.001,25,11,α,24,10811,1,8,10,9
α,0.001,25,12,α,23,10811,0,10,7,9
α,0.001,25,13,α,23,10811,0,8,9,13
α,0.001,25,14,α,23,10811,1,17,8,5
α,0.001,25,15,β,24,10811,0,13,17,10
α,0.001,25,16,α,24,10811,0,5,9,14
α,0.001,25,17,α,24,10811,0,5,14,9
α,0.001,25,18,α,24,10811,0,10,9,17
α,0.001,25,19,α,23,10811,0,6,9,6
α,0.001,25,20,α,23,10811,0,10,8,13
α,0.001,25,21,α,23,10811,1,8,10,10
α,0.001,25,22,α,24,10811,0,10,8,13
α,0.001,25,23,α,24,10811,0,9,7,7
α,0.001,25,24,α,24,10811,0,8,10,9
α,0.001,25,25,α,23,10811,0,19,11,12
α,0.001,25,26,α,24,10811,1,13,8,12
α,0.001,25,27,α,24,10811,0,11,15,6
α,0.001,25,28,α,22,10811,1,11,11,13
α,0.001,25,29,α,24,10811,2,13,7,5
α,0.001,25,30,α,23,10811,0,13,14,4
α,0.001,50,1,α,24,10808,0,11,9,14
α,0.001,50,2,α,23,10808,1,7,7,10
α,0.001,50,3,α,24,10808,1,6,11,7
α,0.001,50,4,α,23,10808,0,12,11,18
α,0.001,50,5,α,24,10808,1,11,8,9
α,0.001,50,6,α,24,10808,0,6,10,7
α,0.001,50,7,α,24,10808,1,11,14,14
α,0.001,50,8,α,23,10808,2,8,8,8
α,0.001,50,9,α,24,10808,0,6,14,15
α,0.001,50,10,α,24,10808,0,9,6,12
α,0.001,50,11,α,24,10808,1,14,7,8
α,0.001,50,12,α,24,10808,1,11,9,13
α,0.001,50,13,α,24,10808,0,7,7,9
α,0.001,50,14,α,24,10808,0,10,8,14
α,0.001,50,15,α,24,10808,0,16,16,10
α,0.001,50,16,α,24,10808,0,10,16,7
α,0.001,50,17,α,24,10808,1,12,9,7
α,0.001,50,18,α,24,10808,2,7,7,11
α,0.001,50,19,α,23,10808,0,5,9,11
α,0.001,50,20,γ,22,10808,2,13,12,11
α,0.001,50,21,α,24,10808,2,11,11,11
α,0.001,50,22,DEAD,0,5480,0,7,6,4
α,0.001,50,23,α,24,10808,0,6,9,9
α,0.001,50,24,α,24,10808,0,12,10,6
α,0.001,50,25,α,24,10808,0,12,11,9
α,0.001,50,26,DEAD,0,8984,0,13,12,7
α,0.001,50,27,α,24,10808,0,6,8,10
α,0.001,50,28,α,24,10808,1,10,6,11
α,0.001,50,29,α,23,10808,0,14,4,8
α,0.001,50,30,α,24,10808,3,12,5,3
α,0.003,6,1,α,19,10800,0,21,24,28
α,0.003,6,2,α,14,10788,5,18,19,19
α,0.003,6,3,α,22,10800,0,27,19,29
α,0.003,6,4,α,19,10800,0,21,35,27
α,0.003,6,5,α,18,10800,0,22,24,22
α,0.003,6,6,α,20,10800,0,28,27,17
α,0.003,6,7,α,21,10800,0,27,17,37
α,0.003,6,8,α,21,10800,1,28,16,17
α,0.003,6,9,α,19,10800,1,25,27,19
α,0.003,6,10,α,18,10800,1,22,28,22
α,0.003,6,11,α,17,10800,0,28,19,35
α,0.003,6,12,α,18,10800,0,23,25,26
α,0.003,6,13,α,17,10800,0,24,25,23
α,0.003,6,14,α,19,10800,0,26,20,25
α,0.003,6,15,α,18,10800,3,21,20,35
α,0.003,6,16,α,20,10800,3,30,28,15
α,0.003,6,17,α,17,10800,0,28,21,25
α,0.003,6,18,α,21,10800,2,31,23,28
α,0.003,6,19,α,18,10800,0,35,19,28
α,0.003,6,20,α,19,10800,0,31,18,29
α,0.003,6,21,α,20,10800,0,15,34,29
α,0.003,6,22,α,18,10800,2,26,23,28
α,0.003,6,23,α,17,10800,1,20,26,20
α,0.003,6,24,α,18,10800,0,32,17,20
α,0.003,6,25,α,21,10800,0,18,22,38
α,0.003,6,26,α,17,10800,0,27,22,29
α,0.003,6,27,α,18,10800,0,23,20,20
α,0.003,6,28,α,22,10800,0,19,27,18
α,0.003,6,29,α,18,10800,1,20,23,27
α,0.003,6,30,α,21,10800,1,22,17,19
α,0.003,12,1,α,24,10798,1,29,25,34
α,0.003,12,2,α,21,10798,0,39,21,31
α,0.003,12,3,α,24,10798,1,23,25,24
α,0.003,12,4,α,24,10798,1,26,25,36
α,0.003,12,5,α,22,10798,1,30,33,31
α,0.003,12,6,α,23,10798,1,30,23,21
α,0.003,12,7,α,22,10798,4,19,37,44
α,0.003,12,8,α,21,10798,1,30,24,21
α,0.003,12,9,α,20,10798,0,29,31,25
α,0.003,12,10,α,23,10798,0,25,22,32
α,0.003,12,11,α,22,10798,1,36,36,27
α,0.003,12,12,α,22,10798,0,37,33,32
α,0.003,12,13,α,24,10798,0,29,31,30
α,0.003,12,14,α,22,10798,1,20,29,31
α,0.003,12,15,α,19,10798,2,31,23,22
α,0.003,12,16,α,21,10798,1,26,25,20
α,0.003,12,17,α,21,10798,1,28,26,27
α,0.003,12,18,α,19,10798,0,32,25,27
α,0.003,12,19,α,21,10798,0,28,26,21
α,0.003,12,20,DEAD,0,6687,0,20,22,15
α,0.003,12,21,γ,22,10798,0,30,30,24
α,0.003,12,22,α,23,10798,2,29,25,28
α,0.003,12,23,α,24,10798,1,25,24,28
α,0.003,12,24,α,22,10798,0,28,29,29
α,0.003,12,25,α,23,10798,1,23,31,37
α,0.003,12,26,α,23,10798,0,25,22,26
α,0.003,12,27,α,22,10798,2,29,24,30
α,0.003,12,28,α,23,10798,0,33,24,26
α,0.003,12,29,α,23,10798,1,22,30,25
α,0.003,12,30,α,23,10798,1,36,29,29
α,0.003,25,1,α,24,10811,0,20,26,45
α,0.003,25,2,α,24,10811,0,35,25,27
α,0.003,25,3,DEAD,0,8672,0,18,24,22
α,0.003,25,4,β,24,10811,4,25,29,24
α,0.003,25,5,DEAD,0,9590,2,28,26,36
α,0.003,25,6,α,24,10811,1,24,24,26
α,0.003,25,7,α,24,10811,1,20,34,37
α,0.003,25,8,α,23,10811,2,30,20,28
α,0.003,25,9,α,24,10811,0,29,24,36
α,0.003,25,10,β,24,10811,1,29,19,20
α,0.003,25,11,α,23,10811,0,30,24,29
α,0.003,25,12,α,23,10811,3,24,28,24
α,0.003,25,13,α,23,10811,1,41,28,39
α,0.003,25,14,α,23,10811,1,26,10,26
α,0.003,25,15,DEAD,0,6258,0,11,12,20
α,0.003,25,16,α,24,10811,0,26,28,26
α,0.003,25,17,α,23,10811,1,21,31,27
α,0.003,25,18,DEAD,0,8699,1,24,24,25
α,0.003,25,19,α,23,10811,0,35,31,28
α,0.003,25,20,α,23,10811,0,31,29,23
α,0.003,25,21,α,24,10811,3,23,25,34
α,0.003,25,22,α,24,10811,1,22,23,30
α,0.003,25,23,α,23,10811,1,26,17,34
α,0.003,25,24,α,22,10811,0,25,32,23
α,0.003,25,25,DEAD,0,8444,2,22,28,34
α,0.003,25,26,α,22,10811,2,30,26,33
α,0.003,25,27,α,21,10811,2,33,31,36
α,0.003,25,28,α,22,10811,2,22,24,37
α,0.003,25,29,α,24,10811,0,20,18,27
α,0.003,25,30,α,23,10811,1,27,27,23
α,0.003,50,1,α,24,10808,0,31,27,34
α,0.003,50,2,α,24,10808,1,30,23,24
α,0.003,50,3,β,24,10808,3,31,23,24
α,0.003,50,4,α,23,10808,0,23,31,29
α,0.003,50,5,DEAD,0,8398,3,23,19,20
α,0.003,50,6,DEAD,0,3212,1,8,9,8
α,0.003,50,7,α,24,10808,0,33,40,28
α,0.003,50,8,α,24,10808,4,39,22,22
α,0.003,50,9,DEAD,0,7372,0,18,19,19
α,0.003,50,10,α,24,10808,2,32,22,28
α,0.003,50,11,α,24,10808,3,23,31,29
α,0.003,50,12,α,24,10808,0,22,31,34
α,0.003,50,13,α,24,10808,5,34,28,33
α,0.003,50,14,α,24,10808,3,35,25,39
α,0.003,50,15,α,24,10808,2,24,32,38
α,0.003,50,16,γ,24,10808,1,39,31,34
α,0.003,50,17,DEAD,0,3576,2,10,12,7
α,0.003,50,18,γ,24,10808,0,33,36,27
α,0.003,50,19,DEAD,0,2268,1,7,6,10
α,0.003,50,20,β,24,10808,2,26,22,32
α,0.003,50,21,DEAD,0,4506,0,10,17,19
α,0.003,50,22,α,23,10808,0,25,27,33
α,0.003,50,23,α,24,10808,3,34,27,31
α,0.003,50,24,α,24,10808,4,25,30,25
α,0.003,50,25,β,24,10808,2,30,30,33
α,0.003,50,26,α,24,10808,2,27,31,42
α,0.003,50,27,α,24,10808,3,28,23,31
α,0.003,50,28,α,24,10808,0,42,29,27
α,0.003,50,29,DEAD,0,2776,0,5,8,8
α,0.003,50,30,α,24,10808,2,27,26,26
α,0.01,6,1,α,19,10800,5,79,76,85
α,0.01,6,2,α,17,10800,5,67,70,76
α,0.01,6,3,α,19,10800,2,79,91,73
α,0.01,6,4,α,19,10800,2,83,78,86
α,0.01,6,5,α,18,10800,1,71,69,77
α,0.01,6,6,α,20,10800,4,67,80,92
α,0.01,6,7,α,15,10800,3,91,86,90
α,0.01,6,8,α,21,10800,8,65,101,74
α,0.01,6,9,α,19,10800,3,76,87,87
α,0.01,6,10,α,16,10800,10,72,87,77
α,0.01,6,11,α,18,10800,1,81,75,87
α,0.01,6,12,α,19,10800,3,89,73,83
α,0.01,6,13,α,19,10800,2,71,64,87
α,0.01,6,14,DEAD,0,1762,0,13,15,11
α,0.01,6,15,α,15,10800,9,71,83,78
α,0.01,6,16,DEAD,0,3480,1,24,21,27
α,0.01,6,17,α,17,10800,8,67,85,80
α,0.01,6,18,α,16,10800,6,77,67,91
α,0.01,6,19,α,19,10800,4,82,63,81
α,0.01,6,20,α,19,10800,4,83,63,88
α,0.01,6,21,α,14,10800,5,57,89,87
α,0.01,6,22,α,22,10800,1,78,77,74
α,0.01,6,23,α,18,10800,2,66,69,65
α,0.01,6,24,α,16,10800,5,68,91,70
α,0.01,6,25,α,21,10800,3,71,68,95
α,0.01,6,26,α,15,10800,3,80,75,70
α,0.01,6,27,α,21,10800,4,84,69,72
α,0.01,6,28,α,19,10800,6,73,88,58
α,0.01,6,29,α,17,10800,6,76,70,78
α,0.01,6,30,α,19,10800,10,59,69,74
α,0.01,12,1,α,24,10798,7,94,77,87
α,0.01,12,2,α,20,10798,5,92,92,87
α,0.01,12,3,α,23,10798,6,87,85,82
α,0.01,12,4,γ,23,10798,13,80,102,100
α,0.01,12,5,β,24,10798,9,71,83,89
α,0.01,12,6,DEAD,0,7371,7,50,52,59
α,0.01,12,7,α,24,10798,11,87,93,113
α,0.01,12,8,α,24,10798,5,88,82,91
α,0.01,12,9,α,21,10798,10,93,86,87
α,0.01,12,10,α,23,10798,3,95,95,82
α,0.01,12,11,DEAD,0,5282,5,38,31,36
α,0.01,12,12,DEAD,0,6258,1,33,52,46
α,0.01,12,13,α,23,10798,8,85,91,103
α,0.01,12,14,α,22,10798,7,96,83,86
α,0.01,12,15,α,20,10798,11,90,78,76
α,0.01,12,16,α,23,10798,11,86,95,94
α,0.01,12,17,DEAD,0,8957,9,80,59,61
α,0.01,12,18,DEAD,0,5721,5,52,46,46
α,0.01,12,19,α,22,10798,5,85,85,106
α,0.01,12,20,DEAD,0,9824,3,78,83,79
α,0.01,12,21,α,22,10798,5,81,82,92
α,0.01,12,22,α,21,10798,10,95,89,73
α,0.01,12,23,α,22,10798,5,104,66,83
α,0.01,12,24,α,23,10798,11,81,75,96
α,0.01,12,25,α,22,10798,5,91,88,88
α,0.01,12,26,β,21,10798,11,91,91,89
α,0.01,12,27,α,20,10798,2,75,86,86
α,0.01,12,28,α,24,10798,4,73,105,75
α,0.01,12,29,DEAD,0,9065,7,63,65,69
α,0.01,12,30,α,23,10798,10,68,104,72
α,0.01,25,1,DEAD,0,9338,10,69,72,94
α,0.01,25,2,α,24,10811,17,86,101,100
α,0.01,25,3,α,24,10811,10,78,105,104
α,0.01,25,4,α,24,10811,15,79,87,111
α,0.01,25,5,α,24,10811,12,111,93,90
α,0.01,25,6,α,24,10811,17,85,99,83
α,0.01,25,7,α,22,10811,13,97,97,106
α,0.01,25,8,DEAD,0,5588,8,40,50,53
α,0.01,25,9,α,23,10811,12,100,84,93
α,0.01,25,10,α,24,10811,11,89,106,84
α,0.01,25,11,DEAD,0,4635,0,26,43,34
α,0.01,25,12,α,24,10811,11,89,100,112
α,0.01,25,13,β,24,10811,12,117,89,95
α,0.01,25,14,α,23,10811,4,83,105,90
α,0.01,25,15,γ,12,10586,6,92,90,91
α,0.01,25,16,DEAD,0,7332,8,58,55,66
α,0.01,25,17,β,24,10811,11,84,96,79
α,0.01,25,18,γ,24,10811,10,93,84,92
α,0.01,25,19,γ,24,10811,13,91,86,102
α,0.01,25,20,DEAD,0,5363,3,33,38,40
α,0.01,25,21,DEAD,0,6619,7,49,50,59
α,0.01,25,22,α,24,10811,5,83,107,92
α,0.01,25,23,α,24,10811,9,79,102,102
α,0.01,25,24,α,24,10811,10,91,83,108
α,0.01,25,25,β,24,10811,11,95,89,98
α,0.01,25,26,α,22,10811,12,68,93,85
α,0.01,25,27,γ,24,10811,11,101,102,83
α,0.01,25,28,α,23,10811,10,86,86,118
α,0.01,25,29,α,24,10761,6,77,88,88
α,0.01,25,30,α,23,10811,8,81,79,92
α,0.01,50,1,α,24,10808,7,70,88,102
α,0.01,50,2,DEAD,0,6328,3,59,52,45
α,0.01,50,3,α,22,10808,12,101,98,99
α,0.01,50,4,γ,24,10808,15,110,83,104
α,0.01,50,5,α,24,10808,12,92,85,112
α,0.01,50,6,DEAD,0,9292,10,69,85,75
α,0.01,50,7,DEAD,0,4096,6,32,26,44
α,0.01,50,8,DEAD,0,8176,4,61,86,57
α,0.01,50,9,DEAD,0,1214,0,5,3,5
α,0.01,50,10,α,24,10808,20,114,88,102
α,0.01,50,11,α,22,10808,11,98,87,96
α,0.01,50,12,α,24,10808,8,103,99,89
α,0.01,50,13,β,24,10808,7,95,94,122
α,0.01,50,14,DEAD,0,4452,5,36,38,37
α,0.01,50,15,γ,24,10808,13,102,87,113
α,0.01,50,16,DEAD,0,962,0,7,5,11
α,0.01,50,17,γ,17,10808,13,92,87,91
α,0.01,50,18,DEAD,0,2624,3,18,22,24
α,0.01,50,19,α,22,10808,7,105,86,113
α,0.01,50,20,α,24,10808,12,102,97,94
α,0.01,50,21,α,24,10808,14,94,91,94
α,0.01,50,22,γ,1,10308,5,63,76,77
α,0.01,50,23,DEAD,0,7184,7,48,45,68
α,0.01,50,24,γ,24,10808,15,82,102,106
α,0.01,50,25,α,23,10808,6,93,85,102
α,0.01,50,26,DEAD,0,8402,8,59,80,72
α,0.01,50,27,β,24,10808,11,95,103,88
α,0.01,50,28,DEAD,0,3658,4,29,37,41
α,0.01,50,29,α,24,10808,11,89,87,77
α,0.01,50,30,α,24,10808,7,82,95,113
α,0.03,6,1,α,15,10776,28,191,173,224
α,0.03,6,2,α,17,10800,24,191,225,214
α,0.03,6,3,γ,20,10800,31,182,199,203
α,0.03,6,4,α,19,10800,25,203,202,204
α,0.03,6,5,α,18,10800,25,177,219,212
α,0.03,6,6,α,11,10800,29,211,197,214
α,0.03,6,7,α,20,10800,21,216,211,200
α,0.03,6,8,DEAD,0,1395,5,24,31,27
α,0.03,6,9,α,22,10800,30,198,206,211
α,0.03,6,10,DEAD,0,8916,18,169,174,166
α,0.03,6,11,α,21,10800,34,214,204,234
α,0.03,6,12,α,19,10800,27,182,213,216
α,0.03,6,13,α,20,10800,29,213,204,219
α,0.03,6,14,α,16,10800,30,190,220,209
α,0.03,6,15,α,21,10800,31,195,184,204
α,0.03,6,16,DEAD,0,5242,20,95,111,101
α,0.03,6,17,α,16,10800,33,186,188,215
α,0.03,6,18,α,11,10800,18,190,184,228
α,0.03,6,19,α,16,10800,23,212,206,195
α,0.03,6,20,α,16,10800,25,219,197,215
α,0.03,6,21,α,16,10794,30,187,205,231
α,0.03,6,22,DEAD,0,2012,8,40,43,32
α,0.03,6,23,α,18,10800,33,180,204,213
α,0.03,6,24,α,20,10800,29,175,215,209
α,0.03,6,25,α,16,10800,25,193,208,214
α,0.03,6,26,α,16,10800,25,188,188,190
α,0.03,6,27,DEAD,0,6281,12,116,119,92
α,0.03,6,28,α,17,10800,33,210,191,201
α,0.03,6,29,α,19,10800,22,225,204,204
α,0.03,6,30,α,16,10800,28,200,185,227
α,0.03,12,1,γ,24,10798,37,210,206,255
α,0.03,12,2,β,22,10798,39,226,224,254
α,0.03,12,3,α,22,10798,35,218,228,231
α,0.03,12,4,α,21,10798,34,232,212,255
α,0.03,12,5,α,21,10798,38,209,241,224
α,0.03,12,6,DEAD,0,9875,32,190,218,199
α,0.03,12,7,α,24,10798,34,223,233,261
α,0.03,12,8,β,23,10798,35,214,250,227
α,0.03,12,9,α,22,10798,44,236,227,255
α,0.03,12,10,α,23,10786,40,209,228,213
α,0.03,12,11,α,21,10798,34,200,241,270
α,0.03,12,12,α,22,10798,33,236,225,234
α,0.03,12,13,α,18,10786,35,228,221,263
α,0.03,12,14,α,20,10798,27,207,206,275
α,0.03,12,15,DEAD,0,7946,29,165,173,188
α,0.03,12,16,α,23,10798,36,217,227,271
α,0.03,12,17,α,21,10798,48,205,234,225
α,0.03,12,18,α,16,10798,40,206,239,229
α,0.03,12,19,β,7,10726,27,198,209,253
α,0.03,12,20,α,19,10798,43,237,219,261
α,0.03,12,21,α,22,10798,34,234,206,231
α,0.03,12,22,β,23,10798,37,234,244,254
α,0.03,12,23,β,23,10798,33,222,240,239
α,0.03,12,24,α,22,10798,36,215,231,247
α,0.03,12,25,α,22,10798,29,210,230,252
α,0.03,12,26,DEAD,0,7850,25,157,157,167
α,0.03,12,27,DEAD,0,10269,33,223,207,216
α,0.03,12,28,α,22,10798,55,195,229,220
α,0.03,12,29,α,24,10798,38,207,216,258
α,0.03,12,30,α,23,10762,38,189,236,225
α,0.03,25,1,α,23,10811,40,250,235,254
α,0.03,25,2,α,24,10811,41,239,227,283
α,0.03,25,3,α,24,10811,48,254,258,281
α,0.03,25,4,β,23,10811,56,217,231,248
α,0.03,25,5,α,23,10811,45,222,276,247
α,0.03,25,6,α,24,10811,36,240,247,248
α,0.03,25,7,DEAD,0,5316,15,112,107,118
α,0.03,25,8,α,24,10761,41,239,231,230
α,0.03,25,9,DEAD,0,2690,7,46,61,63
α,0.03,25,10,DEAD,0,7679,32,151,167,172
α,0.03,25,11,α,22,10811,41,230,268,251
